timestep_superordinate_dispatch,region,technology,carrier,variable,value
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,costExpStSize,0.0
30th < 2035,West < WestSouth,solar < rooftop < solarThermal,none,costExpStSize,0.0
30th < 2035,West < WestSouth,districtHeatStorage,none,costExpStSize,362.3102473087343
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,costExpStSize,0.0
30th < 2040,West < WestSouth,solar < rooftop < solarThermal,none,costExpStSize,0.0
30th < 2040,West < WestSouth,districtHeatStorage,none,costExpStSize,496.28700421421456
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,costExpStSize,0.0
10th < 2020,East,autoReforming,none,costExpConv,0.0
10th < 2020,East,methanation,none,costExpConv,0.0
10th < 2020,East,gasPlant < ocgt < gasFueled,none,costExpConv,2665.486008403857
10th < 2020,East,electrolysis,none,costExpConv,0.0
20th < 2025,East,autoReforming,none,costExpConv,0.0
20th < 2025,East,methanation,none,costExpConv,0.0
20th < 2025,East,gasPlant < ocgt < hydrogenFueled,none,costExpConv,0.0
20th < 2025,East,gasPlant < ocgt < gasFueled,none,costExpConv,2414.212800981935
20th < 2025,East,electrolysis,none,costExpConv,0.0
20th < 2030,East,autoReforming,none,costExpConv,0.0
20th < 2030,East,methanation,none,costExpConv,0.0
20th < 2030,East,gasPlant < ocgt < hydrogenFueled,none,costExpConv,0.0
20th < 2030,East,gasPlant < ocgt < gasFueled,none,costExpConv,2186.626915335118
20th < 2030,East,electrolysis,none,costExpConv,0.0
30th < 2035,East,autoReforming,none,costExpConv,0.0
30th < 2035,East,methanation,none,costExpConv,0.0
30th < 2035,East,gasPlant < ocgt < hydrogenFueled,none,costExpConv,248.9057955726581
30th < 2035,East,gasPlant < ocgt < gasFueled,none,costExpConv,1886.2035853389198
30th < 2035,East,electrolysis,none,costExpConv,268.2217464172133
10th < 2020,West,autoReforming,none,costExpConv,0.0
10th < 2020,West,methanation,none,costExpConv,0.0
10th < 2020,West,gasPlant < ocgt < gasFueled,none,costExpConv,2815.9081530778185
10th < 2020,West,electrolysis,none,costExpConv,0.0
20th < 2025,West,autoReforming,none,costExpConv,0.0
20th < 2025,West,methanation,none,costExpConv,0.0
20th < 2025,West,gasPlant < ocgt < hydrogenFueled,none,costExpConv,0.0
20th < 2025,West,gasPlant < ocgt < gasFueled,none,costExpConv,2550.454771893835
20th < 2025,West,electrolysis,none,costExpConv,0.0
20th < 2030,West,autoReforming,none,costExpConv,0.0
20th < 2030,West,methanation,none,costExpConv,0.0
20th < 2030,West,gasPlant < ocgt < hydrogenFueled,none,costExpConv,0.0
20th < 2030,West,gasPlant < ocgt < gasFueled,none,costExpConv,2310.0254659819766
20th < 2030,West,electrolysis,none,costExpConv,0.0
30th < 2035,West,autoReforming,none,costExpConv,0.0
30th < 2035,West,methanation,none,costExpConv,0.0
30th < 2035,West,gasPlant < ocgt < hydrogenFueled,none,costExpConv,299.5415394436492
30th < 2035,West,gasPlant < ocgt < gasFueled,none,costExpConv,2092.2612360315848
30th < 2035,West,electrolysis,none,costExpConv,387.5486958979038
30th < 2040,East,autoReforming,none,costExpConv,0.0
30th < 2040,East,methanation,none,costExpConv,1191.0074814108316
30th < 2040,East,gasPlant < ocgt < hydrogenFueled,none,costExpConv,2493.2723190544534
30th < 2040,East,gasPlant < ocgt < gasFueled,none,costExpConv,1627.055781850257
30th < 2040,East,electrolysis,none,costExpConv,397.27207360390645
30th < 2040,West,autoReforming,none,costExpConv,0.0
30th < 2040,West,methanation,none,costExpConv,228.32627333928804
30th < 2040,West,gasPlant < ocgt < hydrogenFueled,none,costExpConv,1787.8980000305305
30th < 2040,West,gasPlant < ocgt < gasFueled,none,costExpConv,1895.0254636866284
30th < 2040,West,electrolysis,none,costExpConv,978.6606135527744
10th < 2020,East < EastNorth,heatpump < air,none,costExpConv,74.21023438595155
10th < 2020,East < EastNorth,solar < openspace,none,costExpConv,0.0
10th < 2020,East < EastNorth,heatpump < ground < individual,none,costExpConv,95.53693710656123
10th < 2020,East < EastNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
10th < 2020,East < EastNorth,wind < offshore,none,costExpConv,4288.175104304282
10th < 2020,East < EastNorth,gasPlant < ccgt < CHP,none,costExpConv,101.44750747018256
10th < 2020,East < EastNorth,gasBoiler,none,costExpConv,1669.5701188901332
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
10th < 2020,East < EastNorth,fuelCell,none,costExpConv,0.0
10th < 2020,East < EastNorth,wind < onshore < lowFLH,none,costExpConv,0.0
10th < 2020,East < EastNorth,heatpump < ground < network,none,costExpConv,135.27478976329073
10th < 2020,East < EastNorth,wind < onshore < highFLH,none,costExpConv,2337.6573905587106
20th < 2025,East < EastNorth,heatpump < air,none,costExpConv,67.21449568805578
20th < 2025,East < EastNorth,solar < openspace,none,costExpConv,844.5186785675405
20th < 2025,East < EastNorth,heatpump < ground < individual,none,costExpConv,86.53074741419545
20th < 2025,East < EastNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2025,East < EastNorth,wind < offshore,none,costExpConv,3883.932309914002
20th < 2025,East < EastNorth,gasPlant < ccgt < CHP,none,costExpConv,91.88413309619492
20th < 2025,East < EastNorth,gasBoiler,none,costExpConv,1512.1810958501894
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2025,East < EastNorth,fuelCell,none,costExpConv,0.0
20th < 2025,East < EastNorth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2025,East < EastNorth,heatpump < ground < network,none,costExpConv,122.52254488187693
20th < 2025,East < EastNorth,wind < onshore < highFLH,none,costExpConv,2117.2883214556296
20th < 2030,East < EastNorth,heatpump < air,none,costExpConv,60.878239611852145
20th < 2030,East < EastNorth,solar < openspace,none,costExpConv,764.9065866554689
20th < 2030,East < EastNorth,heatpump < ground < individual,none,costExpConv,78.37356393064714
20th < 2030,East < EastNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2030,East < EastNorth,wind < offshore,none,costExpConv,3517.797156382985
20th < 2030,East < EastNorth,gasPlant < ccgt < CHP,none,costExpConv,83.22229027973638
20th < 2030,East < EastNorth,gasBoiler,none,costExpConv,1369.629008553882
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2030,East < EastNorth,fuelCell,none,costExpConv,0.0
20th < 2030,East < EastNorth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2030,East < EastNorth,heatpump < ground < network,none,costExpConv,113.69359173273723
20th < 2030,East < EastNorth,wind < onshore < highFLH,none,costExpConv,1917.6932660354303
30th < 2035,East < EastNorth,heatpump < air,none,costExpConv,52.51410426702764
30th < 2035,East < EastNorth,solar < openspace,none,costExpConv,659.8151408823142
30th < 2035,East < EastNorth,heatpump < ground < individual,none,costExpConv,67.60572471007008
30th < 2035,East < EastNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
30th < 2035,East < EastNorth,wind < offshore,none,costExpConv,3034.482728777595
30th < 2035,East < EastNorth,gasPlant < ccgt < CHP,none,costExpConv,71.78827865186943
30th < 2035,East < EastNorth,gasBoiler,none,costExpConv,1181.4540141259515
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
30th < 2035,East < EastNorth,fuelCell,none,costExpConv,0.0
30th < 2035,East < EastNorth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2035,East < EastNorth,heatpump < ground < network,none,costExpConv,106.55492788700562
30th < 2035,East < EastNorth,wind < onshore < highFLH,none,costExpConv,3608.5697686578355
30th < 2040,East < EastNorth,heatpump < air,none,costExpConv,45.299127644803946
30th < 2040,East < EastNorth,solar < openspace,none,costExpConv,569.1623365947589
30th < 2040,East < EastNorth,heatpump < ground < individual,none,costExpConv,58.31729200956398
30th < 2040,East < EastNorth,solar < rooftop < solarThermal,none,costExpConv,1212.9039324044888
30th < 2040,East < EastNorth,wind < offshore,none,costExpConv,2617.5714579055816
30th < 2040,East < EastNorth,gasPlant < ccgt < CHP,none,costExpConv,61.92519978092071
30th < 2040,East < EastNorth,gasBoiler,none,costExpConv,1019.1326109309779
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,costExpConv,234.9392707921714
30th < 2040,East < EastNorth,fuelCell,none,costExpConv,0.0
30th < 2040,East < EastNorth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2040,East < EastNorth,heatpump < ground < network,none,costExpConv,146.3371432013873
30th < 2040,East < EastNorth,wind < onshore < highFLH,none,costExpConv,3207.5333012804294
10th < 2020,East < EastSouth,heatpump < air,none,costExpConv,185.7058176281854
10th < 2020,East < EastSouth,solar < openspace,none,costExpConv,0.0
10th < 2020,East < EastSouth,heatpump < ground < individual,none,costExpConv,238.640844054472
10th < 2020,East < EastSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
10th < 2020,East < EastSouth,gasPlant < ccgt < CHP,none,costExpConv,127.03786971491331
10th < 2020,East < EastSouth,gasBoiler,none,costExpConv,4995.631104593277
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
10th < 2020,East < EastSouth,fuelCell,none,costExpConv,0.0
10th < 2020,East < EastSouth,wind < onshore < lowFLH,none,costExpConv,0.0
10th < 2020,East < EastSouth,heatpump < ground < network,none,costExpConv,525.0747526028624
10th < 2020,East < EastSouth,wind < onshore < highFLH,none,costExpConv,2125.9293876929755
20th < 2025,East < EastSouth,heatpump < air,none,costExpConv,168.19948059050304
20th < 2025,East < EastSouth,solar < openspace,none,costExpConv,1330.1169187438763
20th < 2025,East < EastSouth,heatpump < ground < individual,none,costExpConv,216.14436494395162
20th < 2025,East < EastSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2025,East < EastSouth,gasPlant < ccgt < CHP,none,costExpConv,115.06211261595578
20th < 2025,East < EastSouth,gasBoiler,none,costExpConv,4524.697005974787
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2025,East < EastSouth,fuelCell,none,costExpConv,0.0
20th < 2025,East < EastSouth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2025,East < EastSouth,heatpump < ground < network,none,costExpConv,475.57638089623333
20th < 2025,East < EastSouth,wind < onshore < highFLH,none,costExpConv,1925.5197459563765
20th < 2030,East < EastSouth,heatpump < air,none,costExpConv,152.34345176820753
20th < 2030,East < EastSouth,solar < openspace,none,costExpConv,1204.7278739823635
20th < 2030,East < EastSouth,heatpump < ground < individual,none,costExpConv,195.76861070085818
20th < 2030,East < EastSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2030,East < EastSouth,gasPlant < ccgt < CHP,none,costExpConv,104.21530044039062
20th < 2030,East < EastSouth,gasBoiler,none,costExpConv,4098.15748345654
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2030,East < EastSouth,fuelCell,none,costExpConv,0.0
20th < 2030,East < EastSouth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2030,East < EastSouth,heatpump < ground < network,none,costExpConv,430.744180605126
20th < 2030,East < EastSouth,wind < onshore < highFLH,none,costExpConv,2066.6166133846605
30th < 2035,East < EastSouth,heatpump < air,none,costExpConv,131.412799738661
30th < 2035,East < EastSouth,solar < openspace,none,costExpConv,1039.2088468896447
30th < 2035,East < EastSouth,heatpump < ground < individual,none,costExpConv,168.8717232972439
30th < 2035,East < EastSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
30th < 2035,East < EastSouth,gasPlant < ccgt < CHP,none,costExpConv,89.89703362711576
30th < 2035,East < EastSouth,gasBoiler,none,costExpConv,3535.1066450193093
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
30th < 2035,East < EastSouth,fuelCell,none,costExpConv,0.0
30th < 2035,East < EastSouth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2035,East < EastSouth,heatpump < ground < network,none,costExpConv,371.5637140123404
30th < 2035,East < EastSouth,wind < onshore < highFLH,none,costExpConv,2049.5668873712757
30th < 2040,East < EastSouth,heatpump < air,none,costExpConv,113.35783543508595
30th < 2040,East < EastSouth,solar < openspace,none,costExpConv,896.4306801367453
30th < 2040,East < EastSouth,heatpump < ground < individual,none,costExpConv,145.67023195029444
30th < 2040,East < EastSouth,solar < rooftop < solarThermal,none,costExpConv,3028.532054737281
30th < 2040,East < EastSouth,gasPlant < ccgt < CHP,none,costExpConv,77.54597089682863
30th < 2040,East < EastSouth,gasBoiler,none,costExpConv,3049.4140457284866
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
30th < 2040,East < EastSouth,fuelCell,none,costExpConv,0.0
30th < 2040,East < EastSouth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2040,East < EastSouth,heatpump < ground < network,none,costExpConv,365.81087379335486
30th < 2040,East < EastSouth,wind < onshore < highFLH,none,costExpConv,1778.2301388179717
10th < 2020,West < WestNorth,heatpump < air,none,costExpConv,81.40308670407994
10th < 2020,West < WestNorth,solar < openspace,none,costExpConv,2188.4050120840234
10th < 2020,West < WestNorth,heatpump < ground < individual,none,costExpConv,91.8581938865535
10th < 2020,West < WestNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
10th < 2020,West < WestNorth,wind < offshore,none,costExpConv,2144.087552152141
10th < 2020,West < WestNorth,gasPlant < ccgt < CHP,none,costExpConv,13.780662367371935
10th < 2020,West < WestNorth,gasBoiler,none,costExpConv,828.2365573529512
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
10th < 2020,West < WestNorth,fuelCell,none,costExpConv,0.0
10th < 2020,West < WestNorth,wind < onshore < lowFLH,none,costExpConv,0.0
10th < 2020,West < WestNorth,heatpump < ground < network,none,costExpConv,56.329087904259865
10th < 2020,West < WestNorth,wind < onshore < highFLH,none,costExpConv,4856.724531759283
20th < 2025,West < WestNorth,heatpump < air,none,costExpConv,73.72928364314117
20th < 2025,West < WestNorth,solar < openspace,none,costExpConv,1982.1058438307095
20th < 2025,West < WestNorth,heatpump < ground < individual,none,costExpConv,83.19879633838153
20th < 2025,West < WestNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2025,West < WestNorth,wind < offshore,none,costExpConv,1941.966154957001
20th < 2025,West < WestNorth,gasPlant < ccgt < CHP,none,costExpConv,12.48157048599243
20th < 2025,West < WestNorth,gasBoiler,none,costExpConv,801.1026099635037
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2025,West < WestNorth,fuelCell,none,costExpConv,0.0
20th < 2025,West < WestNorth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2025,West < WestNorth,heatpump < ground < network,none,costExpConv,54.38631118309251
20th < 2025,West < WestNorth,wind < onshore < highFLH,none,costExpConv,4398.885043271156
20th < 2030,West < WestNorth,heatpump < air,none,costExpConv,66.77888378228182
20th < 2030,West < WestNorth,solar < openspace,none,costExpConv,1795.2543311013972
20th < 2030,West < WestNorth,heatpump < ground < individual,none,costExpConv,75.35571318443655
20th < 2030,West < WestNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2030,West < WestNorth,wind < offshore,none,costExpConv,1758.8985781914926
20th < 2030,West < WestNorth,gasPlant < ccgt < CHP,none,costExpConv,11.3049429442271
20th < 2030,West < WestNorth,gasBoiler,none,costExpConv,725.5833156791035
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2030,West < WestNorth,fuelCell,none,costExpConv,0.0
20th < 2030,West < WestNorth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2030,West < WestNorth,heatpump < ground < network,none,costExpConv,49.25935767152419
20th < 2030,West < WestNorth,wind < onshore < highFLH,none,costExpConv,3984.2057125906886
30th < 2035,West < WestNorth,heatpump < air,none,costExpConv,60.48369248766395
30th < 2035,West < WestNorth,solar < openspace,none,costExpConv,1626.0171591591327
30th < 2035,West < WestNorth,heatpump < ground < individual,none,costExpConv,68.25199112785057
30th < 2035,West < WestNorth,solar < rooftop < solarThermal,none,costExpConv,0.0
30th < 2035,West < WestNorth,wind < offshore,none,costExpConv,1593.088633634068
30th < 2035,West < WestNorth,gasPlant < ccgt < CHP,none,costExpConv,10.239235127955805
30th < 2035,West < WestNorth,gasBoiler,none,costExpConv,657.1831641091098
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,costExpConv,1568.6689752470481
30th < 2035,West < WestNorth,fuelCell,none,costExpConv,0.0
30th < 2035,West < WestNorth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2035,West < WestNorth,heatpump < ground < network,none,costExpConv,44.615717915531086
30th < 2035,West < WestNorth,wind < onshore < highFLH,none,costExpConv,3608.617866593741
30th < 2040,West < WestNorth,heatpump < air,none,costExpConv,54.78194377835549
30th < 2040,West < WestNorth,solar < openspace,none,costExpConv,1472.7338383625406
30th < 2040,West < WestNorth,heatpump < ground < individual,none,costExpConv,61.81793119673236
30th < 2040,West < WestNorth,solar < rooftop < solarThermal,none,costExpConv,351.3392719300205
30th < 2040,West < WestNorth,wind < offshore,none,costExpConv,1442.909458272219
30th < 2040,West < WestNorth,gasPlant < ccgt < CHP,none,costExpConv,9.273990724482337
30th < 2040,West < WestNorth,gasBoiler,none,costExpConv,595.2310394351307
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,costExpConv,5156.44112402405
30th < 2040,West < WestNorth,fuelCell,none,costExpConv,0.0
30th < 2040,West < WestNorth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2040,West < WestNorth,heatpump < ground < network,none,costExpConv,45.17366522106042
30th < 2040,West < WestNorth,wind < onshore < highFLH,none,costExpConv,3268.436382676653
10th < 2020,West < WestSouth,heatpump < air,none,costExpConv,178.512965310057
10th < 2020,West < WestSouth,solar < openspace,none,costExpConv,1450.1703322245226
10th < 2020,West < WestSouth,heatpump < ground < individual,none,costExpConv,242.31958727447974
10th < 2020,West < WestSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
10th < 2020,West < WestSouth,gasPlant < ccgt < CHP,none,costExpConv,11.004701602721473
10th < 2020,West < WestSouth,gasBoiler,none,costExpConv,2995.8539274799064
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
10th < 2020,West < WestSouth,fuelCell,none,costExpConv,0.0
10th < 2020,West < WestSouth,wind < onshore < lowFLH,none,costExpConv,0.0
10th < 2020,West < WestSouth,heatpump < ground < network,none,costExpConv,155.74878032757613
10th < 2020,West < WestSouth,wind < onshore < highFLH,none,costExpConv,3535.97319618047
20th < 2025,West < WestSouth,heatpump < air,none,costExpConv,161.68469263541763
20th < 2025,West < WestSouth,solar < openspace,none,costExpConv,1431.7329387164189
20th < 2025,West < WestSouth,heatpump < ground < individual,none,costExpConv,219.4763160197655
20th < 2025,West < WestSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2025,West < WestSouth,gasPlant < ccgt < CHP,none,costExpConv,9.967297294569494
20th < 2025,West < WestSouth,gasBoiler,none,costExpConv,2713.4372038685106
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2025,West < WestSouth,fuelCell,none,costExpConv,0.0
20th < 2025,West < WestSouth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2025,West < WestSouth,heatpump < ground < network,none,costExpConv,141.06646893611722
20th < 2025,West < WestSouth,wind < onshore < highFLH,none,costExpConv,3297.956403182906
20th < 2030,West < WestSouth,heatpump < air,none,costExpConv,146.44280759777786
20th < 2030,West < WestSouth,solar < openspace,none,costExpConv,1296.7646340437875
20th < 2030,West < WestSouth,heatpump < ground < individual,none,costExpConv,198.78646144706877
20th < 2030,West < WestSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
20th < 2030,West < WestSouth,gasPlant < ccgt < CHP,none,costExpConv,9.027688250425959
20th < 2030,West < WestSouth,gasBoiler,none,costExpConv,2457.6436760824486
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
20th < 2030,West < WestSouth,fuelCell,none,costExpConv,0.0
20th < 2030,West < WestSouth,wind < onshore < lowFLH,none,costExpConv,0.0
20th < 2030,West < WestSouth,heatpump < ground < network,none,costExpConv,127.76824714935611
20th < 2030,West < WestSouth,wind < onshore < highFLH,none,costExpConv,3438.692906416525
30th < 2035,West < WestSouth,heatpump < air,none,costExpConv,135.9370482340288
30th < 2035,West < WestSouth,solar < openspace,none,costExpConv,1203.7351611720117
30th < 2035,West < WestSouth,heatpump < ground < individual,none,costExpConv,184.52558538909173
30th < 2035,West < WestSouth,solar < rooftop < solarThermal,none,costExpConv,0.0
30th < 2035,West < WestSouth,gasPlant < ccgt < CHP,none,costExpConv,8.38004483300107
30th < 2035,West < WestSouth,gasBoiler,none,costExpConv,2281.3331184914064
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
30th < 2035,West < WestSouth,fuelCell,none,costExpConv,0.0
30th < 2035,West < WestSouth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2035,West < WestSouth,heatpump < ground < network,none,costExpConv,118.60219467536952
30th < 2035,West < WestSouth,wind < onshore < highFLH,none,costExpConv,3357.908604341702
30th < 2040,West < WestSouth,heatpump < air,none,costExpConv,126.18496862840169
30th < 2040,West < WestSouth,solar < openspace,none,costExpConv,1117.3795924117417
30th < 2040,West < WestSouth,heatpump < ground < individual,none,costExpConv,171.28777993894445
30th < 2040,West < WestSouth,solar < rooftop < solarThermal,none,costExpConv,922.5190945790495
30th < 2040,West < WestSouth,gasPlant < ccgt < CHP,none,costExpConv,7.778863143595426
30th < 2040,West < WestSouth,gasBoiler,none,costExpConv,2117.6710229294963
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,costExpConv,0.0
30th < 2040,West < WestSouth,fuelCell,none,costExpConv,0.0
30th < 2040,West < WestSouth,wind < onshore < lowFLH,none,costExpConv,0.0
30th < 2040,West < WestSouth,heatpump < ground < network,none,costExpConv,118.62237985895621
30th < 2040,West < WestSouth,wind < onshore < highFLH,none,costExpConv,3117.013333748626
