timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; methanation,import,trdBuy,export
10th < 2020,10th < 2020 < d223,West,,,1000.6593972225826,
10th < 2020,10th < 2020 < d224,East,,,1323.2732607050164,
10th < 2020,10th < 2020 < d224,West,,,699.2535750522128,
10th < 2020,10th < 2020 < d225,East,,,1282.205278512847,
10th < 2020,10th < 2020 < d225,West,,,816.4706650959199,
10th < 2020,10th < 2020 < d226,East,,,1321.8074628868917,
10th < 2020,10th < 2020 < d226,West,,,786.9798725151696,
10th < 2020,10th < 2020 < d227,East,,,1168.52134467081,
10th < 2020,10th < 2020 < d227,West,,,704.4243877627263,
10th < 2020,10th < 2020 < d228,East,,,744.2249134108616,
10th < 2020,10th < 2020 < d228,West,,,1076.4812729814757,
10th < 2020,10th < 2020 < d229,East,,,847.4802880994291,
10th < 2020,10th < 2020 < d229,West,,,1249.2296075413092,
10th < 2020,10th < 2020 < d230,East,,,1128.0079363369264,
10th < 2020,10th < 2020 < d230,West,,,1289.5754890522296,
10th < 2020,10th < 2020 < d231,East,,,1571.867855494048,
10th < 2020,10th < 2020 < d231,West,,,1454.3145691946377,
10th < 2020,10th < 2020 < d232,East,,,1989.431325482808,
10th < 2020,10th < 2020 < d232,West,,,1378.7523721520429,
10th < 2020,10th < 2020 < d233,East,,,1645.08456675335,
10th < 2020,10th < 2020 < d233,West,,,1495.2387915591785,
10th < 2020,10th < 2020 < d234,East,,,683.2414228975684,
10th < 2020,10th < 2020 < d234,West,,,894.2898086217646,
10th < 2020,10th < 2020 < d235,East,,,329.85979377895194,
10th < 2020,10th < 2020 < d235,West,,,551.117952610887,
10th < 2020,10th < 2020 < d236,East,,,246.6748931560137,
10th < 2020,10th < 2020 < d236,West,,,173.0758343438589,
10th < 2020,10th < 2020 < d237,East,,,301.7962492026275,
10th < 2020,10th < 2020 < d237,West,,,131.8706746717259,
10th < 2020,10th < 2020 < d238,East,,,900.9218338922617,
10th < 2020,10th < 2020 < d238,West,,,260.50083068155885,
10th < 2020,10th < 2020 < d239,East,,,1244.210540267531,
10th < 2020,10th < 2020 < d239,West,,,1315.0810219109098,
10th < 2020,10th < 2020 < d240,East,,,1695.1431648318796,
10th < 2020,10th < 2020 < d240,West,,,1760.3959357945857,
10th < 2020,10th < 2020 < d241,East,,,1373.5103264617878,
10th < 2020,10th < 2020 < d241,West,,,1225.6817537828795,
10th < 2020,10th < 2020 < d242,East,,,803.0927059050546,
10th < 2020,10th < 2020 < d242,West,,,877.1711984075876,
10th < 2020,10th < 2020 < d243,East,,,1365.7177600553218,
10th < 2020,10th < 2020 < d243,West,,,883.8676716652278,
10th < 2020,10th < 2020 < d244,East,,,1128.9738541409504,
10th < 2020,10th < 2020 < d244,West,,,1027.5344804974388,
10th < 2020,10th < 2020 < d245,East,,,1219.8969127431046,
10th < 2020,10th < 2020 < d245,West,,,1213.751945616996,
10th < 2020,10th < 2020 < d246,East,,,1760.1481208340012,
10th < 2020,10th < 2020 < d246,West,,,1933.15161452781,
10th < 2020,10th < 2020 < d247,East,,,1437.2477035651423,
10th < 2020,10th < 2020 < d247,West,,,1943.4193494561396,
10th < 2020,10th < 2020 < d248,East,,,415.59622185705075,
10th < 2020,10th < 2020 < d248,West,,,1151.3080381060524,
10th < 2020,10th < 2020 < d249,East,,,184.85214460309385,
10th < 2020,10th < 2020 < d249,West,,,647.1762038625917,
10th < 2020,10th < 2020 < d250,East,,,1319.1096603376197,
10th < 2020,10th < 2020 < d250,West,,,1317.8547561172575,
10th < 2020,10th < 2020 < d251,East,,,1681.4130564170523,
10th < 2020,10th < 2020 < d251,West,,,1200.923065830043,
10th < 2020,10th < 2020 < d252,East,,,999.1663035030768,
10th < 2020,10th < 2020 < d252,West,,,1087.830764910916,
10th < 2020,10th < 2020 < d253,East,,,1326.2409384855325,
10th < 2020,10th < 2020 < d253,West,,,1085.7035534896447,
10th < 2020,10th < 2020 < d254,East,,,1294.7520735780292,
10th < 2020,10th < 2020 < d254,West,,,1426.3790317256419,
10th < 2020,10th < 2020 < d255,East,,,1199.3705806896098,
10th < 2020,10th < 2020 < d255,West,,,1214.3495866701785,
10th < 2020,10th < 2020 < d256,East,,,595.673288986017,
10th < 2020,10th < 2020 < d256,West,,,1253.908153532043,
10th < 2020,10th < 2020 < d257,East,,,864.940995012053,
10th < 2020,10th < 2020 < d257,West,,,75.44850692006085,
10th < 2020,10th < 2020 < d258,East,,,325.3873358368781,
10th < 2020,10th < 2020 < d258,West,,,27.744970888490883,
10th < 2020,10th < 2020 < d259,East,,,108.73029276284336,
10th < 2020,10th < 2020 < d260,East,,,68.56516711728467,
10th < 2020,10th < 2020 < d260,West,,,148.94386030503017,
10th < 2020,10th < 2020 < d261,East,,,663.1594837139959,
10th < 2020,10th < 2020 < d261,West,,,799.1641431932712,
10th < 2020,10th < 2020 < d262,East,,,768.5017274594808,
10th < 2020,10th < 2020 < d262,West,,,1384.8568387563948,
10th < 2020,10th < 2020 < d263,East,,,1004.6091781112805,
10th < 2020,10th < 2020 < d263,West,,,1517.2893553970425,
10th < 2020,10th < 2020 < d264,East,,,1746.0980118443447,
10th < 2020,10th < 2020 < d264,West,,,1590.4792778880753,
10th < 2020,10th < 2020 < d265,East,,,1431.6004957633959,
10th < 2020,10th < 2020 < d265,West,,,559.8424377108605,
10th < 2020,10th < 2020 < d266,East,,,1683.9069735239618,
10th < 2020,10th < 2020 < d266,West,,,1121.3506774643415,
10th < 2020,10th < 2020 < d267,East,,,1685.1340161460062,
10th < 2020,10th < 2020 < d267,West,,,1591.3159689214135,
10th < 2020,10th < 2020 < d268,East,,,2156.870873567051,
10th < 2020,10th < 2020 < d268,West,,,1865.0859737384264,
10th < 2020,10th < 2020 < d269,East,,,1270.1922618306846,
10th < 2020,10th < 2020 < d269,West,,,1146.7562872787717,
10th < 2020,10th < 2020 < d270,East,,,622.207975225995,
10th < 2020,10th < 2020 < d270,West,,,459.6513220867987,
10th < 2020,10th < 2020 < d271,East,,,1332.3553555883307,
10th < 2020,10th < 2020 < d271,West,,,309.08919213162994,
10th < 2020,10th < 2020 < d272,East,,,1720.0609088381648,
10th < 2020,10th < 2020 < d272,West,,,61.92617111221276,
10th < 2020,10th < 2020 < d273,East,,,1725.714740300381,
10th < 2020,10th < 2020 < d273,West,,,261.3250337390745,
10th < 2020,10th < 2020 < d274,East,,,1627.537517414383,
10th < 2020,10th < 2020 < d274,West,,,483.7727038514871,
10th < 2020,10th < 2020 < d275,East,,,1804.0886952458986,
10th < 2020,10th < 2020 < d275,West,,,1448.4362631382228,
10th < 2020,10th < 2020 < d276,East,,,573.9237525412964,
10th < 2020,10th < 2020 < d276,West,,,1626.2128213366973,
10th < 2020,10th < 2020 < d277,East,,,944.2599296781617,
10th < 2020,10th < 2020 < d277,West,,,1200.9256838189392,
10th < 2020,10th < 2020 < d278,East,,,1823.6145263261742,
10th < 2020,10th < 2020 < d278,West,,,1380.780633859513,
10th < 2020,10th < 2020 < d279,East,,,1484.1273699395356,
10th < 2020,10th < 2020 < d279,West,,,732.3906565630698,
10th < 2020,10th < 2020 < d280,East,,,1718.0222701826804,
10th < 2020,10th < 2020 < d280,West,,,848.8138684442688,
10th < 2020,10th < 2020 < d281,East,,,2303.8043609294828,
10th < 2020,10th < 2020 < d281,West,,,2223.1627871940486,
10th < 2020,10th < 2020 < d282,East,,,1674.1393035189944,
10th < 2020,10th < 2020 < d282,West,,,1725.1948381240977,
10th < 2020,10th < 2020 < d283,East,,,454.7881183964961,
10th < 2020,10th < 2020 < d283,West,,,991.0252762481664,
10th < 2020,10th < 2020 < d284,East,,,407.80900032385375,
10th < 2020,10th < 2020 < d284,West,,,595.2558602289872,
10th < 2020,10th < 2020 < d285,East,,,1706.1921908663526,
10th < 2020,10th < 2020 < d285,West,,,1992.7094342249304,
10th < 2020,10th < 2020 < d286,East,,,2683.772049285604,
10th < 2020,10th < 2020 < d286,West,,,2079.743696514119,
10th < 2020,10th < 2020 < d287,East,,,3258.796352748659,
10th < 2020,10th < 2020 < d287,West,,,2381.3751767061235,
10th < 2020,10th < 2020 < d288,East,,,3729.1269137474674,
10th < 2020,10th < 2020 < d288,West,,,2666.4144144044485,
10th < 2020,10th < 2020 < d289,East,,,2959.542632232148,
10th < 2020,10th < 2020 < d289,West,,,2895.9138142010897,
10th < 2020,10th < 2020 < d290,East,,,2429.245850007223,
10th < 2020,10th < 2020 < d290,West,,,2445.169468261104,
10th < 2020,10th < 2020 < d291,East,,,2227.0844805981387,
10th < 2020,10th < 2020 < d291,West,,,2747.968032055705,
10th < 2020,10th < 2020 < d292,East,,,2465.4290188162545,
10th < 2020,10th < 2020 < d292,West,,,2416.1470718591754,
10th < 2020,10th < 2020 < d293,East,,,1961.3797063121401,
10th < 2020,10th < 2020 < d293,West,,,2434.4925903476014,
10th < 2020,10th < 2020 < d294,East,,,1561.0047652516353,
10th < 2020,10th < 2020 < d294,West,,,2344.8252899716954,
10th < 2020,10th < 2020 < d295,East,,,735.561127197822,
10th < 2020,10th < 2020 < d295,West,,,2025.7589033528363,
10th < 2020,10th < 2020 < d296,East,,,1298.8555060990623,
10th < 2020,10th < 2020 < d296,West,,,2235.629372647543,
10th < 2020,10th < 2020 < d297,East,,,1139.370099931811,
10th < 2020,10th < 2020 < d297,West,,,1745.1934011788512,
10th < 2020,10th < 2020 < d298,East,,,869.6322580552755,
10th < 2020,10th < 2020 < d298,West,,,1763.7966038223262,
10th < 2020,10th < 2020 < d299,East,,,1076.0833205251272,
10th < 2020,10th < 2020 < d299,West,,,951.6749321234856,
10th < 2020,10th < 2020 < d300,East,,,727.7459728753911,
10th < 2020,10th < 2020 < d300,West,,,834.1742556822102,
10th < 2020,10th < 2020 < d301,East,,,833.3465202952023,
10th < 2020,10th < 2020 < d301,West,,,1607.2791132820466,
10th < 2020,10th < 2020 < d302,East,,,1891.3290898075459,
10th < 2020,10th < 2020 < d302,West,,,1496.972883427362,
10th < 2020,10th < 2020 < d303,East,,,1985.664117483982,
10th < 2020,10th < 2020 < d303,West,,,878.5710058661505,
10th < 2020,10th < 2020 < d304,East,,,789.7217073964525,
10th < 2020,10th < 2020 < d304,West,,,734.8965649659887,
10th < 2020,10th < 2020 < d305,East,,,963.921220958631,
10th < 2020,10th < 2020 < d305,West,,,1486.9995667983014,
10th < 2020,10th < 2020 < d306,East,,,1825.3909429150542,
10th < 2020,10th < 2020 < d306,West,,,1717.673167482906,
10th < 2020,10th < 2020 < d307,East,,,1897.1406924024566,
10th < 2020,10th < 2020 < d307,West,,,1046.5792692307393,
10th < 2020,10th < 2020 < d308,East,,,2171.456596971361,
10th < 2020,10th < 2020 < d308,West,,,1601.288756813736,
10th < 2020,10th < 2020 < d309,East,,,1084.2986005456085,
10th < 2020,10th < 2020 < d309,West,,,1552.4433931592696,
10th < 2020,10th < 2020 < d310,East,,,528.9066845808043,
10th < 2020,10th < 2020 < d310,West,,,861.054537571452,
10th < 2020,10th < 2020 < d311,East,,,581.0102513137667,
10th < 2020,10th < 2020 < d311,West,,,849.3515490485144,
10th < 2020,10th < 2020 < d312,East,,,227.5664557125752,
10th < 2020,10th < 2020 < d312,West,,,705.7659435952053,
10th < 2020,10th < 2020 < d313,East,,,68.3828949549127,
10th < 2020,10th < 2020 < d313,West,,,61.186900059284504,
10th < 2020,10th < 2020 < d314,East,,,584.052334888785,
10th < 2020,10th < 2020 < d314,West,,,1033.725182392224,
10th < 2020,10th < 2020 < d315,East,,,832.3447620771307,
10th < 2020,10th < 2020 < d315,West,,,1918.9969872244205,
10th < 2020,10th < 2020 < d316,East,,,1222.26592636061,
10th < 2020,10th < 2020 < d316,West,,,2329.942671456704,
10th < 2020,10th < 2020 < d317,East,,,1057.8147402594789,
10th < 2020,10th < 2020 < d317,West,,,1174.328970812388,
10th < 2020,10th < 2020 < d318,East,,,70.45213427130608,
10th < 2020,10th < 2020 < d318,West,,,28.94877189358506,
10th < 2020,10th < 2020 < d319,East,,,72.5554184809721,
10th < 2020,10th < 2020 < d319,West,,,275.22518014841364,
10th < 2020,10th < 2020 < d320,East,,,1086.161817946391,
10th < 2020,10th < 2020 < d320,West,,,584.7398035449589,
10th < 2020,10th < 2020 < d321,East,,,982.263839690441,
10th < 2020,10th < 2020 < d322,East,,,603.9259249194863,
10th < 2020,10th < 2020 < d322,West,,,160.80788902976096,
10th < 2020,10th < 2020 < d323,East,,,60.07603730037542,
10th < 2020,10th < 2020 < d324,East,,,812.1530797077719,
10th < 2020,10th < 2020 < d324,West,,,1159.9728961941005,
10th < 2020,10th < 2020 < d325,East,,,635.7842315985906,
10th < 2020,10th < 2020 < d325,West,,,569.954334484751,
10th < 2020,10th < 2020 < d326,East,,,1921.2192211045933,
10th < 2020,10th < 2020 < d326,West,,,2241.9691902324253,
10th < 2020,10th < 2020 < d327,East,,,4423.087341186941,
10th < 2020,10th < 2020 < d327,West,,,4164.15611812594,
10th < 2020,10th < 2020 < d328,East,,,3489.8338943564245,
10th < 2020,10th < 2020 < d328,West,,,3437.191138894614,
10th < 2020,10th < 2020 < d329,East,,,3959.4830664342808,
10th < 2020,10th < 2020 < d329,West,,,3149.699460244032,
10th < 2020,10th < 2020 < d330,East,,,4556.155366983316,
10th < 2020,10th < 2020 < d330,West,,,3745.049520465101,
10th < 2020,10th < 2020 < d331,East,,,4666.656119772444,
10th < 2020,10th < 2020 < d331,West,,,3551.0981815367877,
10th < 2020,10th < 2020 < d332,East,,,3192.263425669821,
10th < 2020,10th < 2020 < d332,West,,,1335.7731988717085,
10th < 2020,10th < 2020 < d333,East,,,1191.079852885638,
10th < 2020,10th < 2020 < d333,West,,,127.77794424267613,
10th < 2020,10th < 2020 < d334,East,,,1277.0391868100132,
10th < 2020,10th < 2020 < d334,West,,,69.82784415619041,
10th < 2020,10th < 2020 < d335,East,,,1864.852542557577,
10th < 2020,10th < 2020 < d335,West,,,1371.8677473445316,
10th < 2020,10th < 2020 < d336,East,,,2030.9477211287578,
10th < 2020,10th < 2020 < d336,West,,,3108.332536843612,
10th < 2020,10th < 2020 < d337,East,,,2877.951093405753,
10th < 2020,10th < 2020 < d337,West,,,2627.498877736961,
10th < 2020,10th < 2020 < d338,East,,,2055.4148278601633,
10th < 2020,10th < 2020 < d338,West,,,2150.0856647216087,
10th < 2020,10th < 2020 < d339,East,,,1039.615164956272,
10th < 2020,10th < 2020 < d339,West,,,1248.0986081539281,
10th < 2020,10th < 2020 < d340,East,,,838.1745727595929,
10th < 2020,10th < 2020 < d340,West,,,465.1616821513805,
10th < 2020,10th < 2020 < d341,East,,,2686.2583201655143,
10th < 2020,10th < 2020 < d341,West,,,2006.5098763392539,
10th < 2020,10th < 2020 < d342,East,,,2734.2828069364377,
10th < 2020,10th < 2020 < d342,West,,,1578.4272332038238,
10th < 2020,10th < 2020 < d343,East,,,3003.906783817839,
10th < 2020,10th < 2020 < d343,West,,,2699.6550662043437,
10th < 2020,10th < 2020 < d344,East,,,3725.5173970035576,
10th < 2020,10th < 2020 < d344,West,,,3183.8984592538736,
10th < 2020,10th < 2020 < d345,East,,,2710.4975903178592,
10th < 2020,10th < 2020 < d345,West,,,2806.4398639867763,
10th < 2020,10th < 2020 < d346,East,,,2204.7636413855594,
10th < 2020,10th < 2020 < d346,West,,,2582.428531871477,
10th < 2020,10th < 2020 < d347,East,,,2081.3680202453766,
10th < 2020,10th < 2020 < d347,West,,,3247.556501580448,
10th < 2020,10th < 2020 < d348,East,,,3133.6532057166532,
10th < 2020,10th < 2020 < d348,West,,,3320.792422855854,
10th < 2020,10th < 2020 < d349,East,,,2748.2700613788184,
10th < 2020,10th < 2020 < d349,West,,,2337.724345863378,
10th < 2020,10th < 2020 < d350,East,,,1912.8293419294264,
10th < 2020,10th < 2020 < d350,West,,,1450.743094923962,
10th < 2020,10th < 2020 < d351,East,,,1665.8780717498964,
10th < 2020,10th < 2020 < d351,West,,,1940.0797811525993,
10th < 2020,10th < 2020 < d352,East,,,629.6476348096741,
10th < 2020,10th < 2020 < d352,West,,,2262.5756705213425,
10th < 2020,10th < 2020 < d353,East,,,607.9675590819553,
10th < 2020,10th < 2020 < d353,West,,,844.4514956714422,
10th < 2020,10th < 2020 < d354,East,,,204.42709691686036,
10th < 2020,10th < 2020 < d354,West,,,134.39358327902045,
10th < 2020,10th < 2020 < d357,East,,,98.52185641423367,
10th < 2020,10th < 2020 < d357,West,,,382.9074193519598,
10th < 2020,10th < 2020 < d359,East,,,254.95752659008753,
10th < 2020,10th < 2020 < d359,West,,,184.72031207137482,
10th < 2020,10th < 2020 < d360,East,,,69.08767355469725,
10th < 2020,10th < 2020 < d360,West,,,181.44673535627447,
10th < 2020,10th < 2020 < d361,East,,,163.0073840883959,
10th < 2020,10th < 2020 < d361,West,,,477.95028718381724,
10th < 2020,10th < 2020 < d362,East,,,1151.6362492767341,
10th < 2020,10th < 2020 < d362,West,,,459.72308764577326,
10th < 2020,10th < 2020 < d363,East,,,1875.522651959472,
10th < 2020,10th < 2020 < d363,West,,,1499.074845180175,
10th < 2020,10th < 2020 < d364,East,,,1488.7682409378976,
10th < 2020,10th < 2020 < d364,West,,,272.6498540129399,
10th < 2020,10th < 2020 < d365,East,,,2015.1786953051176,
10th < 2020,10th < 2020 < d365,West,,,1046.209357092207,
20th < 2025,20th < 2025 < d001,East,,,2759.0433698949837,
20th < 2025,20th < 2025 < d001,West,,,3373.1323018879107,
20th < 2025,20th < 2025 < d002,East,,,2230.944076110965,
20th < 2025,20th < 2025 < d002,West,,,2893.0241220510648,
20th < 2025,20th < 2025 < d003,East,,,2056.714276219957,
20th < 2025,20th < 2025 < d003,West,,,1561.2090072675903,
20th < 2025,20th < 2025 < d004,East,,,2659.3428810693586,
20th < 2025,20th < 2025 < d004,West,,,2813.7708817222265,
20th < 2025,20th < 2025 < d005,East,,,4526.537492641632,
20th < 2025,20th < 2025 < d005,West,,,4208.67164588152,
20th < 2025,20th < 2025 < d006,East,,,5118.633159658456,
20th < 2025,20th < 2025 < d006,West,,,4436.338151467158,
20th < 2025,20th < 2025 < d007,East,,,4886.360045648302,
20th < 2025,20th < 2025 < d007,West,,,4293.84848659311,
20th < 2025,20th < 2025 < d008,East,,,3079.391934262376,
20th < 2025,20th < 2025 < d008,West,,,1991.547441037602,
20th < 2025,20th < 2025 < d009,East,,,1449.2626858459794,
20th < 2025,20th < 2025 < d009,West,,,246.45592360169456,
20th < 2025,20th < 2025 < d010,East,,,42.51593230072584,
20th < 2025,20th < 2025 < d010,West,,,54.68696929240708,
20th < 2025,20th < 2025 < d011,East,,,804.9388279161601,
20th < 2025,20th < 2025 < d011,West,,,548.9764852658811,
20th < 2025,20th < 2025 < d012,East,,,1415.591924020342,
20th < 2025,20th < 2025 < d012,West,,,565.0459169515791,
20th < 2025,20th < 2025 < d013,East,,,1166.4107512732667,
20th < 2025,20th < 2025 < d013,West,,,663.9157964763954,
20th < 2025,20th < 2025 < d014,East,,,1908.77945136275,
20th < 2025,20th < 2025 < d014,West,,,1129.9796955887298,
20th < 2025,20th < 2025 < d015,East,,,1446.7132574121001,
20th < 2025,20th < 2025 < d015,West,,,700.8201240886883,
20th < 2025,20th < 2025 < d016,East,,,2962.306352872125,
20th < 2025,20th < 2025 < d016,West,,,3443.6586631926034,
20th < 2025,20th < 2025 < d017,East,,,3504.1182924307104,
20th < 2025,20th < 2025 < d017,West,,,3730.3019777344475,
20th < 2025,20th < 2025 < d018,East,,,3462.367653393567,
20th < 2025,20th < 2025 < d018,West,,,3622.253607301859,
20th < 2025,20th < 2025 < d019,East,,,5463.672774929206,
20th < 2025,20th < 2025 < d019,West,,,4647.969651378532,
20th < 2025,20th < 2025 < d020,East,,,5670.7451179200225,
20th < 2025,20th < 2025 < d020,West,,,4900.88794783118,
20th < 2025,20th < 2025 < d021,East,,,5648.397867852507,
20th < 2025,20th < 2025 < d021,West,,,4766.96156950603,
20th < 2025,20th < 2025 < d022,East,,,5618.130748117547,
20th < 2025,20th < 2025 < d022,West,,,4961.214249647191,
20th < 2025,20th < 2025 < d023,East,,,5780.346781572046,
20th < 2025,20th < 2025 < d023,West,,,5036.154991961519,
20th < 2025,20th < 2025 < d024,East,,,4817.536157635024,
20th < 2025,20th < 2025 < d024,West,,,4129.0343000199855,
20th < 2025,20th < 2025 < d025,East,,,4076.272856717034,
20th < 2025,20th < 2025 < d025,West,,,4258.81946122958,
20th < 2025,20th < 2025 < d026,East,,,3704.244838724353,
20th < 2025,20th < 2025 < d026,West,,,3664.937383341413,
20th < 2025,20th < 2025 < d027,East,,,3173.8802593800688,
20th < 2025,20th < 2025 < d027,West,,,3659.2237390336127,
20th < 2025,20th < 2025 < d028,East,,,2432.4373464105665,
20th < 2025,20th < 2025 < d028,West,,,1917.4221417297658,
20th < 2025,20th < 2025 < d029,East,,,2273.178305482168,
20th < 2025,20th < 2025 < d029,West,,,1371.7780640573212,
20th < 2025,20th < 2025 < d030,East,,,3504.284415644379,
20th < 2025,20th < 2025 < d030,West,,,2477.6998624236066,
20th < 2025,20th < 2025 < d031,East,,,3635.2286621017024,
20th < 2025,20th < 2025 < d031,West,,,3179.157680718215,
20th < 2025,20th < 2025 < d032,East,,,3765.596300185906,
20th < 2025,20th < 2025 < d032,West,,,2516.9484785380787,
20th < 2025,20th < 2025 < d033,East,,,4551.234128145763,
20th < 2025,20th < 2025 < d033,West,,,4483.6974246428645,
20th < 2025,20th < 2025 < d034,East,,,5421.379527135433,
20th < 2025,20th < 2025 < d034,West,,,4896.649002855195,
20th < 2025,20th < 2025 < d035,East,,,4679.663304364466,
20th < 2025,20th < 2025 < d035,West,,,4086.867003225364,
20th < 2025,20th < 2025 < d036,East,,,4004.613716956796,
20th < 2025,20th < 2025 < d036,West,,,3683.5992379380878,
20th < 2025,20th < 2025 < d037,East,,,3746.2476436429147,
20th < 2025,20th < 2025 < d037,West,,,2651.495030865972,
20th < 2025,20th < 2025 < d038,East,,,3911.4625423038933,
20th < 2025,20th < 2025 < d038,West,,,3353.3725903131067,
20th < 2025,20th < 2025 < d039,East,,,3204.0807295292034,
20th < 2025,20th < 2025 < d039,West,,,3153.359330173769,
20th < 2025,20th < 2025 < d040,East,,,4572.359334522702,
20th < 2025,20th < 2025 < d040,West,,,4490.5476238455185,
20th < 2025,20th < 2025 < d041,East,,,4121.303505679697,
20th < 2025,20th < 2025 < d041,West,,,4118.9814708613,
20th < 2025,20th < 2025 < d042,East,,,4547.810714518321,
20th < 2025,20th < 2025 < d042,West,,,4226.46207211005,
20th < 2025,20th < 2025 < d043,East,,,5544.651252076172,
20th < 2025,20th < 2025 < d043,West,,,4676.2683327891755,
20th < 2025,20th < 2025 < d044,East,,,4500.663471106913,
20th < 2025,20th < 2025 < d044,West,,,2524.0953014887887,
20th < 2025,20th < 2025 < d045,East,,,3098.820420836264,
20th < 2025,20th < 2025 < d045,West,,,2183.0050925700666,
20th < 2025,20th < 2025 < d046,East,,,4126.068282892557,
20th < 2025,20th < 2025 < d046,West,,,3653.4458826228984,
20th < 2025,20th < 2025 < d047,East,,,4983.8673789266995,
20th < 2025,20th < 2025 < d047,West,,,4002.5735142522753,
20th < 2025,20th < 2025 < d048,East,,,5008.308559382182,
20th < 2025,20th < 2025 < d048,West,,,3861.8602648673755,
20th < 2025,20th < 2025 < d049,East,,,4889.358594902219,
20th < 2025,20th < 2025 < d049,West,,,4128.749753635951,
20th < 2025,20th < 2025 < d050,East,,,4523.972149174079,
20th < 2025,20th < 2025 < d050,West,,,3444.6228106844455,
20th < 2025,20th < 2025 < d051,East,,,2961.534558144838,
20th < 2025,20th < 2025 < d051,West,,,1679.8225926852065,
20th < 2025,20th < 2025 < d052,East,,,2168.4228212673193,
20th < 2025,20th < 2025 < d052,West,,,3139.257269076784,
20th < 2025,20th < 2025 < d053,East,,,2439.3292112616205,
20th < 2025,20th < 2025 < d053,West,,,2638.0482739434724,
20th < 2025,20th < 2025 < d054,East,,,3067.726051117622,
20th < 2025,20th < 2025 < d054,West,,,1478.323519437994,
20th < 2025,20th < 2025 < d055,East,,,2488.2825082806794,
20th < 2025,20th < 2025 < d055,West,,,1595.3815668093782,
20th < 2025,20th < 2025 < d056,East,,,3210.067878524134,
20th < 2025,20th < 2025 < d056,West,,,3014.358418676155,
20th < 2025,20th < 2025 < d057,East,,,3049.9750663559103,
20th < 2025,20th < 2025 < d057,West,,,3050.0126428993995,
20th < 2025,20th < 2025 < d058,East,,,3368.8338482261,
20th < 2025,20th < 2025 < d058,West,,,2432.172881999021,
20th < 2025,20th < 2025 < d059,East,,,3054.7199430330097,
20th < 2025,20th < 2025 < d059,West,,,2094.2250821462517,
20th < 2025,20th < 2025 < d060,East,,,1794.4229951983948,
20th < 2025,20th < 2025 < d060,West,,,402.03255479251817,
20th < 2025,20th < 2025 < d061,East,,,2012.16467532791,
20th < 2025,20th < 2025 < d061,West,,,735.8590366638954,
20th < 2025,20th < 2025 < d062,East,,,2353.2570266837483,
20th < 2025,20th < 2025 < d062,West,,,1832.1346416121842,
20th < 2025,20th < 2025 < d063,East,,,2777.4802189318007,
20th < 2025,20th < 2025 < d063,West,,,2530.8086598596888,
20th < 2025,20th < 2025 < d064,East,,,3348.0117950115327,
20th < 2025,20th < 2025 < d064,West,,,2813.1105628124183,
20th < 2025,20th < 2025 < d065,East,,,3637.981708867393,
20th < 2025,20th < 2025 < d065,West,,,3115.408937851229,
20th < 2025,20th < 2025 < d066,East,,,2296.691419753325,
20th < 2025,20th < 2025 < d066,West,,,2094.4627717083545,
20th < 2025,20th < 2025 < d067,East,,,1592.7236271772083,
20th < 2025,20th < 2025 < d067,West,,,1712.2492965643526,
20th < 2025,20th < 2025 < d068,East,,,2641.2252201815772,
20th < 2025,20th < 2025 < d068,West,,,2216.253487810547,
20th < 2025,20th < 2025 < d069,East,,,2152.3973143504627,
20th < 2025,20th < 2025 < d069,West,,,2231.5539930104765,
20th < 2025,20th < 2025 < d070,East,,,1612.4656364380091,
20th < 2025,20th < 2025 < d070,West,,,1794.1850835778807,
20th < 2025,20th < 2025 < d071,East,,,2191.6572113029683,
20th < 2025,20th < 2025 < d071,West,,,1855.332243892125,
20th < 2025,20th < 2025 < d072,East,,,3174.49471837319,
20th < 2025,20th < 2025 < d072,West,,,2398.3358036825844,
20th < 2025,20th < 2025 < d073,East,,,3504.966434349863,
20th < 2025,20th < 2025 < d073,West,,,2439.99626564991,
20th < 2025,20th < 2025 < d074,East,,,1988.160219527814,
20th < 2025,20th < 2025 < d074,West,,,2638.3842768266795,
20th < 2025,20th < 2025 < d075,East,,,1430.5697820000948,
20th < 2025,20th < 2025 < d075,West,,,2684.001226305599,
20th < 2025,20th < 2025 < d076,East,,,1412.0517859876377,
20th < 2025,20th < 2025 < d076,West,,,2194.376608128789,
20th < 2025,20th < 2025 < d077,East,,,1519.6976632513856,
20th < 2025,20th < 2025 < d077,West,,,1323.0644180915244,
20th < 2025,20th < 2025 < d078,East,,,2242.590840434579,
20th < 2025,20th < 2025 < d078,West,,,1585.924966194066,
20th < 2025,20th < 2025 < d079,East,,,2934.2125221793317,
20th < 2025,20th < 2025 < d079,West,,,2435.523872425824,
20th < 2025,20th < 2025 < d080,East,,,2100.1046111503124,
20th < 2025,20th < 2025 < d080,West,,,2066.709988591692,
20th < 2025,20th < 2025 < d081,East,,,2085.979716193067,
20th < 2025,20th < 2025 < d081,West,,,1145.8659700660578,
20th < 2025,20th < 2025 < d082,East,,,3476.01389976211,
20th < 2025,20th < 2025 < d082,West,,,2342.1008146985537,
20th < 2025,20th < 2025 < d083,East,,,2964.71127378682,
20th < 2025,20th < 2025 < d083,West,,,2879.0550233424588,
20th < 2025,20th < 2025 < d084,East,,,2142.5607285994975,
20th < 2025,20th < 2025 < d084,West,,,2528.617596412823,
