timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; methanation,import,trdBuy,export
10th < 2020,10th < 2020 < d038,East,,,4320.339530928704,
10th < 2020,10th < 2020 < d038,West,,,4156.049679140041,
10th < 2020,10th < 2020 < d039,East,,,3644.712245750413,
10th < 2020,10th < 2020 < d039,West,,,3811.0080752441977,
10th < 2020,10th < 2020 < d040,East,,,4942.756182431356,
10th < 2020,10th < 2020 < d040,West,,,5003.972420388857,
10th < 2020,10th < 2020 < d041,East,,,4532.729130488742,
10th < 2020,10th < 2020 < d041,West,,,4610.797685418234,
10th < 2020,10th < 2020 < d042,East,,,4952.728451194115,
10th < 2020,10th < 2020 < d042,West,,,4661.876459508656,
10th < 2020,10th < 2020 < d043,East,,,6076.856209412786,
10th < 2020,10th < 2020 < d043,West,,,5122.932458763989,
10th < 2020,10th < 2020 < d044,East,,,5125.844830089476,
10th < 2020,10th < 2020 < d044,West,,,3009.70924515974,
10th < 2020,10th < 2020 < d045,East,,,3576.6316717628324,
10th < 2020,10th < 2020 < d045,West,,,2727.7730174966787,
10th < 2020,10th < 2020 < d046,East,,,4779.748423115131,
10th < 2020,10th < 2020 < d046,West,,,4000.706909063612,
10th < 2020,10th < 2020 < d047,East,,,5674.354762452443,
10th < 2020,10th < 2020 < d047,West,,,4345.934126253065,
10th < 2020,10th < 2020 < d048,East,,,5601.028891213936,
10th < 2020,10th < 2020 < d048,West,,,4226.862414496927,
10th < 2020,10th < 2020 < d049,East,,,5443.437026065357,
10th < 2020,10th < 2020 < d049,West,,,4525.32482026885,
10th < 2020,10th < 2020 < d050,East,,,5110.099226983423,
10th < 2020,10th < 2020 < d050,West,,,3979.9182880148546,
10th < 2020,10th < 2020 < d051,East,,,3426.932287261634,
10th < 2020,10th < 2020 < d051,West,,,2298.0837176603286,
10th < 2020,10th < 2020 < d052,East,,,2504.367544164135,
10th < 2020,10th < 2020 < d052,West,,,3752.4696848282656,
10th < 2020,10th < 2020 < d053,East,,,2824.5572649863816,
10th < 2020,10th < 2020 < d053,West,,,3216.6025070033133,
10th < 2020,10th < 2020 < d054,East,,,3356.4187063496797,
10th < 2020,10th < 2020 < d054,West,,,2050.556827328805,
10th < 2020,10th < 2020 < d055,East,,,2910.341678540346,
10th < 2020,10th < 2020 < d055,West,,,2135.9563283583584,
10th < 2020,10th < 2020 < d056,East,,,3604.1975236743856,
10th < 2020,10th < 2020 < d056,West,,,3697.3481223683148,
10th < 2020,10th < 2020 < d057,East,,,3914.361562616229,
10th < 2020,10th < 2020 < d057,West,,,3384.3970366765657,
10th < 2020,10th < 2020 < d058,East,,,3759.6502806417775,
10th < 2020,10th < 2020 < d058,West,,,3022.975606751241,
10th < 2020,10th < 2020 < d059,East,,,3765.471570042002,
10th < 2020,10th < 2020 < d059,West,,,2474.7945720962766,
10th < 2020,10th < 2020 < d060,East,,,2117.917909884167,
10th < 2020,10th < 2020 < d060,West,,,842.4626117350257,
10th < 2020,10th < 2020 < d061,East,,,2482.4132112007633,
10th < 2020,10th < 2020 < d061,West,,,1128.9430571582438,
10th < 2020,10th < 2020 < d062,East,,,2856.0764176987104,
10th < 2020,10th < 2020 < d062,West,,,2450.5242172770736,
10th < 2020,10th < 2020 < d063,East,,,3243.9867999039516,
10th < 2020,10th < 2020 < d063,West,,,3050.0928238012784,
10th < 2020,10th < 2020 < d064,East,,,3727.600470966218,
10th < 2020,10th < 2020 < d064,West,,,3474.209980929058,
10th < 2020,10th < 2020 < d065,East,,,4236.243806777401,
10th < 2020,10th < 2020 < d065,West,,,3488.486175456235,
10th < 2020,10th < 2020 < d066,East,,,2886.1855904105096,
10th < 2020,10th < 2020 < d066,West,,,2692.1609636045728,
10th < 2020,10th < 2020 < d067,East,,,1998.9194374031256,
10th < 2020,10th < 2020 < d067,West,,,2407.2366015436514,
10th < 2020,10th < 2020 < d068,East,,,3366.4910805515565,
10th < 2020,10th < 2020 < d068,West,,,2639.932348116259,
10th < 2020,10th < 2020 < d069,East,,,2678.7438544334464,
10th < 2020,10th < 2020 < d069,West,,,2669.2903779872045,
10th < 2020,10th < 2020 < d070,East,,,2132.1458654060057,
10th < 2020,10th < 2020 < d070,West,,,2307.5076322718087,
10th < 2020,10th < 2020 < d071,East,,,2792.058185896977,
10th < 2020,10th < 2020 < d071,West,,,2341.9391798242104,
10th < 2020,10th < 2020 < d072,East,,,3662.2163379706662,
10th < 2020,10th < 2020 < d072,West,,,2985.1509378577643,
10th < 2020,10th < 2020 < d073,East,,,3829.4267534439628,
10th < 2020,10th < 2020 < d073,West,,,2905.765070263788,
10th < 2020,10th < 2020 < d074,East,,,2286.0455559475627,
10th < 2020,10th < 2020 < d074,West,,,3269.8030339368415,
10th < 2020,10th < 2020 < d075,East,,,1994.9738633416066,
10th < 2020,10th < 2020 < d075,West,,,3329.619727415591,
10th < 2020,10th < 2020 < d076,East,,,1971.7238493913526,
10th < 2020,10th < 2020 < d076,West,,,2780.9883324797834,
10th < 2020,10th < 2020 < d077,East,,,2266.2486702645674,
10th < 2020,10th < 2020 < d077,West,,,1737.458402439549,
10th < 2020,10th < 2020 < d078,East,,,3066.9800741601857,
10th < 2020,10th < 2020 < d078,West,,,1911.861593411513,
10th < 2020,10th < 2020 < d079,East,,,3646.8625098244347,
10th < 2020,10th < 2020 < d079,West,,,2906.172209151508,
10th < 2020,10th < 2020 < d080,East,,,2499.3676913495915,
10th < 2020,10th < 2020 < d080,West,,,2675.1385610387083,
10th < 2020,10th < 2020 < d081,East,,,2450.34768925133,
10th < 2020,10th < 2020 < d081,West,,,1713.2258009551747,
10th < 2020,10th < 2020 < d082,East,,,4092.152013333367,
10th < 2020,10th < 2020 < d082,West,,,2919.5720098987413,
10th < 2020,10th < 2020 < d083,East,,,3654.4313603861647,
10th < 2020,10th < 2020 < d083,West,,,3372.986145889773,
10th < 2020,10th < 2020 < d084,East,,,2722.387519974016,
10th < 2020,10th < 2020 < d084,West,,,3107.9409609538516,
10th < 2020,10th < 2020 < d085,East,,,2974.3243551970854,
10th < 2020,10th < 2020 < d085,West,,,2581.1926431958473,
10th < 2020,10th < 2020 < d086,East,,,2868.3866884948848,
10th < 2020,10th < 2020 < d086,West,,,2490.2502791957427,
10th < 2020,10th < 2020 < d087,East,,,2259.858114710261,
10th < 2020,10th < 2020 < d087,West,,,1115.6011650929495,
10th < 2020,10th < 2020 < d088,East,,,369.1706094177091,
10th < 2020,10th < 2020 < d089,East,,,900.853374217068,
10th < 2020,10th < 2020 < d089,West,,,191.31755478351965,
10th < 2020,10th < 2020 < d090,East,,,976.5883500264164,
10th < 2020,10th < 2020 < d091,East,,,1380.129230256899,
10th < 2020,10th < 2020 < d091,West,,,374.4250413782607,
10th < 2020,10th < 2020 < d092,East,,,2249.4621031281395,
10th < 2020,10th < 2020 < d092,West,,,1301.8028526575606,
10th < 2020,10th < 2020 < d093,East,,,2342.3890049194843,
10th < 2020,10th < 2020 < d093,West,,,2694.83234718641,
10th < 2020,10th < 2020 < d094,East,,,2126.002280627541,
10th < 2020,10th < 2020 < d094,West,,,1827.8026971259744,
10th < 2020,10th < 2020 < d095,East,,,1911.6390281838896,
10th < 2020,10th < 2020 < d095,West,,,1442.4397323898238,
10th < 2020,10th < 2020 < d096,East,,,2656.9636823747255,
10th < 2020,10th < 2020 < d096,West,,,2299.523502715379,
10th < 2020,10th < 2020 < d097,East,,,3461.8536870989365,
10th < 2020,10th < 2020 < d097,West,,,2200.9515207969334,
10th < 2020,10th < 2020 < d098,East,,,3197.195601305532,
10th < 2020,10th < 2020 < d098,West,,,2286.2172440629793,
10th < 2020,10th < 2020 < d099,East,,,1866.4164250807269,
10th < 2020,10th < 2020 < d099,West,,,1776.243734380902,
10th < 2020,10th < 2020 < d100,East,,,1341.5916225507049,
10th < 2020,10th < 2020 < d100,West,,,1343.1050795411554,
10th < 2020,10th < 2020 < d101,East,,,219.6173635664309,
10th < 2020,10th < 2020 < d101,West,,,791.5567490156989,
10th < 2020,10th < 2020 < d102,East,,,116.21350229790596,
10th < 2020,10th < 2020 < d102,West,,,1303.6892764960808,
10th < 2020,10th < 2020 < d103,East,,,440.9058885201967,
10th < 2020,10th < 2020 < d103,West,,,1740.83762895817,
10th < 2020,10th < 2020 < d104,East,,,764.1296942919922,
10th < 2020,10th < 2020 < d104,West,,,1137.492432375086,
10th < 2020,10th < 2020 < d105,East,,,884.558231188905,
10th < 2020,10th < 2020 < d105,West,,,1340.707598926676,
10th < 2020,10th < 2020 < d106,East,,,1032.337262093861,
10th < 2020,10th < 2020 < d106,West,,,1358.7215675091757,
10th < 2020,10th < 2020 < d107,East,,,1029.4181703410572,
10th < 2020,10th < 2020 < d107,West,,,1464.412051046963,
10th < 2020,10th < 2020 < d108,East,,,516.3225082164098,
10th < 2020,10th < 2020 < d108,West,,,105.72459518093575,
10th < 2020,10th < 2020 < d109,East,,,983.2518418789275,
10th < 2020,10th < 2020 < d109,West,,,426.0712628299101,
10th < 2020,10th < 2020 < d110,East,,,1780.1742238892316,
10th < 2020,10th < 2020 < d110,West,,,1475.3252845418976,
10th < 2020,10th < 2020 < d111,East,,,1676.558577029115,
10th < 2020,10th < 2020 < d111,West,,,989.3618804711629,
10th < 2020,10th < 2020 < d112,East,,,1811.5659965559437,
10th < 2020,10th < 2020 < d112,West,,,572.827406232535,
10th < 2020,10th < 2020 < d113,East,,,1947.8341004336783,
10th < 2020,10th < 2020 < d113,West,,,1505.6670770344485,
10th < 2020,10th < 2020 < d114,East,,,2195.105440828815,
10th < 2020,10th < 2020 < d114,West,,,1836.4955436807425,
10th < 2020,10th < 2020 < d115,East,,,1409.3354992768593,
10th < 2020,10th < 2020 < d115,West,,,1628.4515857290157,
10th < 2020,10th < 2020 < d116,East,,,711.7095383765851,
10th < 2020,10th < 2020 < d116,West,,,1777.0659863913768,
10th < 2020,10th < 2020 < d117,East,,,1501.2110347955752,
10th < 2020,10th < 2020 < d117,West,,,1189.5151398552725,
10th < 2020,10th < 2020 < d118,East,,,2071.1154959888518,
10th < 2020,10th < 2020 < d118,West,,,1604.4852668028961,
10th < 2020,10th < 2020 < d119,East,,,1642.9198272550852,
10th < 2020,10th < 2020 < d119,West,,,1569.3869862900895,
10th < 2020,10th < 2020 < d120,East,,,1022.517591738878,
10th < 2020,10th < 2020 < d120,West,,,1868.677881929589,
10th < 2020,10th < 2020 < d121,East,,,864.0246686718561,
10th < 2020,10th < 2020 < d121,West,,,1745.0120960062466,
10th < 2020,10th < 2020 < d122,East,,,1546.051756001704,
10th < 2020,10th < 2020 < d122,West,,,1801.8739974024836,
10th < 2020,10th < 2020 < d123,East,,,776.0075882007488,
10th < 2020,10th < 2020 < d123,West,,,618.9643534018116,
10th < 2020,10th < 2020 < d124,East,,,962.9425594315646,
10th < 2020,10th < 2020 < d124,West,,,900.6265029504636,
10th < 2020,10th < 2020 < d125,East,,,754.9963992273216,
10th < 2020,10th < 2020 < d125,West,,,109.61771321002013,
10th < 2020,10th < 2020 < d126,East,,,1214.2365078067983,
10th < 2020,10th < 2020 < d126,West,,,180.9714339094099,
10th < 2020,10th < 2020 < d127,East,,,1198.6465991711075,
10th < 2020,10th < 2020 < d127,West,,,1403.5119695187254,
10th < 2020,10th < 2020 < d128,East,,,998.9184975455313,
10th < 2020,10th < 2020 < d128,West,,,1243.6405150006713,
10th < 2020,10th < 2020 < d129,East,,,135.02185127288087,
10th < 2020,10th < 2020 < d129,West,,,122.5536190670748,
10th < 2020,10th < 2020 < d130,East,,,230.99639531337502,
10th < 2020,10th < 2020 < d130,West,,,391.0834693379105,
10th < 2020,10th < 2020 < d131,East,,,478.1107829717991,
10th < 2020,10th < 2020 < d131,West,,,1021.8444012264102,
10th < 2020,10th < 2020 < d132,East,,,500.2789990707395,
10th < 2020,10th < 2020 < d132,West,,,936.8887552606433,
10th < 2020,10th < 2020 < d133,East,,,483.8404331064427,
10th < 2020,10th < 2020 < d133,West,,,1029.401698468405,
10th < 2020,10th < 2020 < d134,East,,,371.1639924234613,
10th < 2020,10th < 2020 < d134,West,,,837.7236905206902,
10th < 2020,10th < 2020 < d135,East,,,1161.3611011225146,
10th < 2020,10th < 2020 < d135,West,,,814.708684552057,
10th < 2020,10th < 2020 < d136,East,,,1229.3678495242273,
10th < 2020,10th < 2020 < d136,West,,,973.0204608214552,
10th < 2020,10th < 2020 < d137,East,,,576.7014984098414,
10th < 2020,10th < 2020 < d137,West,,,1163.6962406649973,
10th < 2020,10th < 2020 < d138,East,,,1220.7825094715363,
10th < 2020,10th < 2020 < d138,West,,,1020.1336561935955,
10th < 2020,10th < 2020 < d139,East,,,947.2348387390663,
10th < 2020,10th < 2020 < d139,West,,,788.4679249928819,
10th < 2020,10th < 2020 < d140,East,,,1250.9198763745849,
10th < 2020,10th < 2020 < d140,West,,,1512.1168168619993,
10th < 2020,10th < 2020 < d141,East,,,1560.8976798837793,
10th < 2020,10th < 2020 < d141,West,,,1341.9476790396304,
10th < 2020,10th < 2020 < d142,East,,,1671.9658920704533,
10th < 2020,10th < 2020 < d142,West,,,874.7063310174331,
10th < 2020,10th < 2020 < d143,East,,,490.76056038139126,
10th < 2020,10th < 2020 < d143,West,,,921.86797290639,
10th < 2020,10th < 2020 < d144,East,,,359.62736642396214,
10th < 2020,10th < 2020 < d144,West,,,1119.4462491176314,
10th < 2020,10th < 2020 < d145,East,,,701.6715540056294,
10th < 2020,10th < 2020 < d145,West,,,828.1169290586884,
10th < 2020,10th < 2020 < d146,East,,,1497.880357387198,
10th < 2020,10th < 2020 < d146,West,,,891.6351934327786,
10th < 2020,10th < 2020 < d147,East,,,1565.5744569111623,
10th < 2020,10th < 2020 < d147,West,,,1472.5443249332227,
10th < 2020,10th < 2020 < d148,East,,,924.2900588092319,
10th < 2020,10th < 2020 < d148,West,,,1278.4021935820747,
10th < 2020,10th < 2020 < d149,East,,,1357.3400139451157,
10th < 2020,10th < 2020 < d149,West,,,1020.4954624208183,
10th < 2020,10th < 2020 < d150,East,,,345.5548234168224,
10th < 2020,10th < 2020 < d150,West,,,1056.0796759234768,
10th < 2020,10th < 2020 < d151,East,,,202.9262272285403,
10th < 2020,10th < 2020 < d151,West,,,192.9092704374145,
10th < 2020,10th < 2020 < d152,East,,,1169.8129842328603,
10th < 2020,10th < 2020 < d152,West,,,797.7758238222638,
10th < 2020,10th < 2020 < d153,East,,,257.95390470260634,
10th < 2020,10th < 2020 < d153,West,,,114.12323287874698,
10th < 2020,10th < 2020 < d154,East,,,333.3923995820991,
10th < 2020,10th < 2020 < d154,West,,,839.3902764800919,
10th < 2020,10th < 2020 < d155,East,,,718.9849848428989,
10th < 2020,10th < 2020 < d155,West,,,1261.3257087549143,
10th < 2020,10th < 2020 < d156,East,,,795.8340357131751,
10th < 2020,10th < 2020 < d156,West,,,1027.793460602804,
10th < 2020,10th < 2020 < d157,East,,,291.7138466421263,
10th < 2020,10th < 2020 < d157,West,,,881.8477402590892,
10th < 2020,10th < 2020 < d158,East,,,251.13971814398795,
10th < 2020,10th < 2020 < d158,West,,,354.6890918162056,
10th < 2020,10th < 2020 < d159,East,,,204.1258955294282,
10th < 2020,10th < 2020 < d159,West,,,66.73911717695528,
10th < 2020,10th < 2020 < d160,East,,,935.2997328035234,
10th < 2020,10th < 2020 < d160,West,,,75.70359538424175,
10th < 2020,10th < 2020 < d161,East,,,1675.0006950852062,
10th < 2020,10th < 2020 < d161,West,,,434.07944588724695,
10th < 2020,10th < 2020 < d162,East,,,1055.9561303642702,
10th < 2020,10th < 2020 < d162,West,,,1120.587224294581,
10th < 2020,10th < 2020 < d163,East,,,649.012975925655,
10th < 2020,10th < 2020 < d163,West,,,1094.6721176556302,
10th < 2020,10th < 2020 < d164,East,,,164.4606009597903,
10th < 2020,10th < 2020 < d164,West,,,651.3415484195615,
10th < 2020,10th < 2020 < d165,East,,,508.15089291122416,
10th < 2020,10th < 2020 < d165,West,,,991.6718712517721,
10th < 2020,10th < 2020 < d166,East,,,617.3208247692323,
10th < 2020,10th < 2020 < d166,West,,,947.113368948439,
10th < 2020,10th < 2020 < d167,East,,,1490.2333916251018,
10th < 2020,10th < 2020 < d167,West,,,853.2410150563416,
10th < 2020,10th < 2020 < d168,East,,,972.8129652942271,
10th < 2020,10th < 2020 < d168,West,,,1007.6463881347229,
10th < 2020,10th < 2020 < d169,East,,,1259.4658579797715,
10th < 2020,10th < 2020 < d169,West,,,978.0086103745289,
10th < 2020,10th < 2020 < d170,East,,,1113.1914782047131,
10th < 2020,10th < 2020 < d170,West,,,1157.8560406971542,
10th < 2020,10th < 2020 < d171,East,,,875.5298082450398,
10th < 2020,10th < 2020 < d171,West,,,1036.9896246467395,
10th < 2020,10th < 2020 < d172,East,,,511.3389059900848,
10th < 2020,10th < 2020 < d172,West,,,766.5887332053555,
10th < 2020,10th < 2020 < d173,East,,,373.9849728106839,
10th < 2020,10th < 2020 < d173,West,,,525.6761742488676,
10th < 2020,10th < 2020 < d174,East,,,261.54119408725023,
10th < 2020,10th < 2020 < d174,West,,,695.997492105254,
10th < 2020,10th < 2020 < d175,East,,,1114.148647625429,
10th < 2020,10th < 2020 < d175,West,,,1311.3524864089698,
10th < 2020,10th < 2020 < d176,East,,,1788.1242571576531,
10th < 2020,10th < 2020 < d176,West,,,1495.1865606796423,
10th < 2020,10th < 2020 < d177,East,,,1723.835510046278,
10th < 2020,10th < 2020 < d177,West,,,1010.290100804178,
10th < 2020,10th < 2020 < d178,East,,,623.0224620442699,
10th < 2020,10th < 2020 < d178,West,,,717.9252606319398,
10th < 2020,10th < 2020 < d179,East,,,361.245237739919,
10th < 2020,10th < 2020 < d179,West,,,828.6807592215498,
10th < 2020,10th < 2020 < d180,East,,,1235.8336989691531,
10th < 2020,10th < 2020 < d180,West,,,1209.0763894361378,
10th < 2020,10th < 2020 < d181,East,,,1526.5884963053077,
10th < 2020,10th < 2020 < d181,West,,,1161.1586206976592,
10th < 2020,10th < 2020 < d182,East,,,1332.346518775707,
10th < 2020,10th < 2020 < d182,West,,,935.0894427369232,
10th < 2020,10th < 2020 < d183,East,,,1045.8398531611147,
10th < 2020,10th < 2020 < d183,West,,,1387.0491741657127,
10th < 2020,10th < 2020 < d184,East,,,884.1733339445062,
10th < 2020,10th < 2020 < d184,West,,,1074.3337156998423,
10th < 2020,10th < 2020 < d185,East,,,903.8086183687261,
10th < 2020,10th < 2020 < d185,West,,,1020.2268700940263,
10th < 2020,10th < 2020 < d186,East,,,994.5983654942413,
10th < 2020,10th < 2020 < d186,West,,,1089.411345528526,
10th < 2020,10th < 2020 < d187,East,,,1289.7621501934236,
10th < 2020,10th < 2020 < d187,West,,,1708.2467062502294,
10th < 2020,10th < 2020 < d188,East,,,1076.5169045583443,
10th < 2020,10th < 2020 < d188,West,,,1052.7369757759793,
10th < 2020,10th < 2020 < d189,East,,,169.77919753915108,
10th < 2020,10th < 2020 < d189,West,,,325.09340539805805,
10th < 2020,10th < 2020 < d190,East,,,183.9972169743872,
10th < 2020,10th < 2020 < d190,West,,,863.0787467579354,
10th < 2020,10th < 2020 < d191,East,,,433.9227864065696,
10th < 2020,10th < 2020 < d191,West,,,681.0199908281915,
10th < 2020,10th < 2020 < d192,East,,,463.91837168236844,
10th < 2020,10th < 2020 < d192,West,,,605.3467552859029,
10th < 2020,10th < 2020 < d193,East,,,425.9381820432448,
10th < 2020,10th < 2020 < d193,West,,,930.5952174229933,
10th < 2020,10th < 2020 < d194,East,,,1355.5786888241514,
10th < 2020,10th < 2020 < d194,West,,,942.6010380290027,
10th < 2020,10th < 2020 < d195,East,,,1567.5390405907146,
10th < 2020,10th < 2020 < d195,West,,,788.3117185871483,
10th < 2020,10th < 2020 < d196,East,,,1827.645523993291,
10th < 2020,10th < 2020 < d196,West,,,1650.122293973288,
10th < 2020,10th < 2020 < d197,East,,,1881.381947334466,
10th < 2020,10th < 2020 < d197,West,,,1373.9831153498433,
10th < 2020,10th < 2020 < d198,East,,,1159.6668299675687,
10th < 2020,10th < 2020 < d198,West,,,1257.3319056735388,
10th < 2020,10th < 2020 < d199,East,,,486.65721449970215,
10th < 2020,10th < 2020 < d199,West,,,1500.2435993064596,
10th < 2020,10th < 2020 < d200,East,,,259.2911931165444,
10th < 2020,10th < 2020 < d200,West,,,756.2749562019255,
10th < 2020,10th < 2020 < d201,East,,,757.6843700716236,
10th < 2020,10th < 2020 < d201,West,,,1205.828197929239,
10th < 2020,10th < 2020 < d202,East,,,1273.803808535437,
10th < 2020,10th < 2020 < d202,West,,,1584.6164454913032,
10th < 2020,10th < 2020 < d203,East,,,1695.0199623837352,
10th < 2020,10th < 2020 < d203,West,,,1724.956417179399,
10th < 2020,10th < 2020 < d204,East,,,1717.137249123974,
10th < 2020,10th < 2020 < d204,West,,,1472.3316599506013,
10th < 2020,10th < 2020 < d205,East,,,1633.781719139537,
10th < 2020,10th < 2020 < d205,West,,,1065.2343414443405,
10th < 2020,10th < 2020 < d206,East,,,93.76035130650024,
10th < 2020,10th < 2020 < d206,West,,,332.9737187923762,
10th < 2020,10th < 2020 < d207,East,,,622.2074450896043,
10th < 2020,10th < 2020 < d207,West,,,503.80796665754303,
10th < 2020,10th < 2020 < d208,East,,,682.0338354803805,
10th < 2020,10th < 2020 < d208,West,,,6.412241040473923,
10th < 2020,10th < 2020 < d209,East,,,89.2914277793987,
10th < 2020,10th < 2020 < d209,West,,,347.40620841464,
10th < 2020,10th < 2020 < d210,East,,,243.11032445013387,
10th < 2020,10th < 2020 < d210,West,,,959.3996594298661,
10th < 2020,10th < 2020 < d211,East,,,193.91801230400156,
10th < 2020,10th < 2020 < d211,West,,,765.4507019065442,
10th < 2020,10th < 2020 < d212,East,,,1205.0344028938587,
10th < 2020,10th < 2020 < d212,West,,,1354.6929393401108,
10th < 2020,10th < 2020 < d213,East,,,702.3956793030422,
10th < 2020,10th < 2020 < d213,West,,,1243.6886761511523,
10th < 2020,10th < 2020 < d214,East,,,744.0461002147082,
10th < 2020,10th < 2020 < d214,West,,,875.2647559929039,
10th < 2020,10th < 2020 < d215,East,,,1006.4225950315016,
10th < 2020,10th < 2020 < d215,West,,,834.3016321559118,
10th < 2020,10th < 2020 < d216,East,,,1243.843477800417,
10th < 2020,10th < 2020 < d216,West,,,1184.5084111889894,
10th < 2020,10th < 2020 < d217,East,,,860.4947786310734,
10th < 2020,10th < 2020 < d217,West,,,1155.7821067347322,
10th < 2020,10th < 2020 < d218,East,,,1529.430071977299,
10th < 2020,10th < 2020 < d218,West,,,1220.3184114051835,
10th < 2020,10th < 2020 < d219,East,,,1352.6464912918993,
10th < 2020,10th < 2020 < d219,West,,,1250.558478007061,
10th < 2020,10th < 2020 < d220,East,,,1133.817861067192,
10th < 2020,10th < 2020 < d220,West,,,1375.495774620965,
10th < 2020,10th < 2020 < d221,East,,,540.5307071136212,
10th < 2020,10th < 2020 < d221,West,,,1131.1695389179708,
10th < 2020,10th < 2020 < d222,East,,,1477.9961424181297,
10th < 2020,10th < 2020 < d222,West,,,1176.5995601879554,
10th < 2020,10th < 2020 < d223,East,,,1541.238840836833,
