timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,stExtOut; gasStorage,gen; electrolysis,use; methanation,use; gasPlant < ocgt < hydrogenFueled,stExtIn; gasStorage
30th < 2035,30th < 2035 < d032,East,172.6154005225916,,,-172.6154005225916,
30th < 2035,30th < 2035 < d032,West,207.23487768467265,,,-207.23487768467263,
30th < 2035,30th < 2035 < d033,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d033,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d034,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d034,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d035,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d035,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d036,East,191.37856768985924,,,-191.37856768985924,
30th < 2035,30th < 2035 < d036,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d037,East,89.42239787899899,14.351188779760927,,-103.77358665875991,
30th < 2035,30th < 2035 < d037,West,176.10420965402125,,,-176.10420965402125,
30th < 2035,30th < 2035 < d038,East,125.8212418829582,26.846391016413186,,-152.66763289937137,
30th < 2035,30th < 2035 < d038,West,174.9781238955913,,,-174.97812389559127,
30th < 2035,30th < 2035 < d039,East,,82.94200869584762,,-82.94200869584762,
30th < 2035,30th < 2035 < d039,West,82.74463892819236,73.8147350836525,,-156.55937401184482,
30th < 2035,30th < 2035 < d040,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d040,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d041,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d041,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d042,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d042,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d043,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d043,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d044,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d044,West,209.96654589475173,,,-209.96654589475176,
30th < 2035,30th < 2035 < d045,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d045,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d046,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d046,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d047,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d047,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d048,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d048,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d049,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d049,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d050,East,188.39320461143242,,,-188.39320461143242,
30th < 2035,30th < 2035 < d050,West,218.60910207131215,,,-218.60910207131215,
30th < 2035,30th < 2035 < d051,East,33.438509604959464,94.93997799853416,,-128.37848760349362,
30th < 2035,30th < 2035 < d051,West,43.59078352827328,101.46061167838526,,-145.05139520665853,
30th < 2035,30th < 2035 < d052,East,157.5640019201467,2.966675047771632,,-160.53067696791834,
30th < 2035,30th < 2035 < d052,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d053,East,37.778866551230735,60.736539634532875,,-98.51540618576364,
30th < 2035,30th < 2035 < d053,West,119.00400276176427,,,-119.00400276176426,
30th < 2035,30th < 2035 < d054,East,,95.48811303799455,,-95.48811303799455,
30th < 2035,30th < 2035 < d054,West,48.88968758488181,32.50578550639564,,-81.39547309127745,
30th < 2035,30th < 2035 < d055,East,,91.77702541084558,,-56.24597001555788,-35.5310553952877
30th < 2035,30th < 2035 < d055,West,,104.86763073276903,,-94.30874945537867,-10.558881277390343
30th < 2035,30th < 2035 < d056,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d056,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d057,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d057,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d058,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d058,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d059,East,59.34446082402653,56.596233372227076,,-115.9406941962536,
30th < 2035,30th < 2035 < d059,West,91.3966493272499,20.38043273647877,,-111.77708206372867,
30th < 2035,30th < 2035 < d060,East,,299.58172307180365,,,-299.58172307180365
30th < 2035,30th < 2035 < d060,West,,151.99568591302014,,,-151.99568591302014
30th < 2035,30th < 2035 < d061,East,,196.69253512353362,,-48.21083144190675,-148.4817036816269
30th < 2035,30th < 2035 < d061,West,,176.08512312038764,,-55.25624965123936,-120.82887346914825
30th < 2035,30th < 2035 < d062,East,36.12754522495221,92.43467195346581,,-128.562217178418,
30th < 2035,30th < 2035 < d062,West,83.12463470277295,77.21169037307281,,-160.33632507584574,
30th < 2035,30th < 2035 < d063,East,127.21577482923455,17.416719496485708,,-144.63249432572024,
30th < 2035,30th < 2035 < d063,West,170.25906594583913,,,-170.25906594583915,
30th < 2035,30th < 2035 < d064,East,162.15933365683227,4.921545651086692,,-167.080879307919,
30th < 2035,30th < 2035 < d064,West,169.15392863233959,8.542745916075008,,-177.6966745484146,
30th < 2035,30th < 2035 < d065,East,186.63877040416114,,,-186.63877040416116,
30th < 2035,30th < 2035 < d065,West,200.0459420903392,0.3921844198927821,,-200.43812651023197,
30th < 2035,30th < 2035 < d066,East,34.71800886139969,93.84420831701831,,-128.562217178418,
30th < 2035,30th < 2035 < d066,West,97.28230903790316,60.41571138283643,,-157.69802042073957,
30th < 2035,30th < 2035 < d067,East,35.86029572194686,94.15184979125304,,-130.0121455131999,
30th < 2035,30th < 2035 < d067,West,53.64687765436046,94.17751073982204,,-147.8243883941825,
30th < 2035,30th < 2035 < d068,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d068,West,220.55405288074718,,,-220.55405288074715,
30th < 2035,30th < 2035 < d069,East,174.7729689211241,,,-174.77296892112406,
30th < 2035,30th < 2035 < d069,West,217.43232576146738,,,-217.43232576146738,
30th < 2035,30th < 2035 < d070,East,63.49269932247872,81.13979500324155,,-144.63249432572024,
30th < 2035,30th < 2035 < d070,West,145.9772394170724,19.79150953664567,,-165.76874895371807,
30th < 2035,30th < 2035 < d071,East,101.03570496008312,51.63192793928826,,-152.66763289937137,
30th < 2035,30th < 2035 < d071,West,137.08836996767204,37.889753927919244,,-174.97812389559127,
30th < 2035,30th < 2035 < d072,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d072,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d073,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d073,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d074,East,136.42860708203068,0.9006327530259288,,-137.32923983505663,
30th < 2035,30th < 2035 < d074,West,217.4455271148622,,,-217.4455271148622,
30th < 2035,30th < 2035 < d075,East,27.674804848822763,72.71192865874646,,-100.38673350756923,
30th < 2035,30th < 2035 < d075,West,191.48844356954223,,,-191.48844356954223,
30th < 2035,30th < 2035 < d076,East,84.28016520021143,60.35232912550883,,-144.63249432572024,
30th < 2035,30th < 2035 < d076,West,162.88012726083355,3.735465191260263,,-166.61559245209378,
30th < 2035,30th < 2035 < d077,East,100.18210236762322,47.01093066511853,,-147.19303303274177,
30th < 2035,30th < 2035 < d077,West,161.57668787565564,7.478226476082989,,-169.05491435173866,
30th < 2035,30th < 2035 < d078,East,167.47006597303658,1.0353303592352716,,-168.50539633227186,
30th < 2035,30th < 2035 < d078,West,173.35013621236178,3.0047185036180473,,-176.35485471597983,
30th < 2035,30th < 2035 < d079,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d079,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d080,East,181.85501570210099,,,-181.85501570210096,
30th < 2035,30th < 2035 < d080,West,220.18782642501873,,,-220.18782642501873,
30th < 2035,30th < 2035 < d081,East,26.176922611711078,68.16896876780623,,-94.34589137951731,
30th < 2035,30th < 2035 < d081,West,85.80997029769334,33.928611647796906,,-119.73858194549025,
30th < 2035,30th < 2035 < d082,East,191.90352132246485,,,-191.90352132246485,
30th < 2035,30th < 2035 < d082,West,220.52806057707022,,,-220.52806057707022,
30th < 2035,30th < 2035 < d083,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d083,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d084,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d084,West,221.02499860495743,,,-221.02499860495743,
30th < 2035,30th < 2035 < d085,East,192.84332576762702,,,-192.843325767627,
30th < 2035,30th < 2035 < d085,West,68.02111796397307,89.11759422381427,,-157.13871218778732,
30th < 2035,30th < 2035 < d086,East,125.27046336081872,23.037341072521592,,-148.30780443334032,
30th < 2035,30th < 2035 < d086,West,151.16082916599214,23.817294729599144,,-174.97812389559127,
30th < 2035,30th < 2035 < d087,East,,120.83124391962299,,-96.32292785192736,-24.50831606769566
30th < 2035,30th < 2035 < d087,West,,221.17889956425088,,-92.09374941873226,-129.0851501455186
30th < 2035,30th < 2035 < d088,East,,387.10248771905526,,,-387.1024877190552
30th < 2035,30th < 2035 < d088,West,,532.6880957794107,,,-532.6880957794107
30th < 2035,30th < 2035 < d089,East,,371.63304242857873,,,-371.6330424285788
30th < 2035,30th < 2035 < d089,West,,452.9753253474838,,,-452.9753253474838
30th < 2035,30th < 2035 < d090,East,,387.10248771905526,,,-387.1024877190552
30th < 2035,30th < 2035 < d090,West,,521.4096410016724,,,-521.4096410016724
30th < 2035,30th < 2035 < d091,East,,380.3421601173455,,,-380.34216011734554
30th < 2035,30th < 2035 < d091,West,,386.47555625465617,,,-386.47555625465617
30th < 2035,30th < 2035 < d092,East,,215.30633353789693,,-49.15964718441451,-166.1466863534824
30th < 2035,30th < 2035 < d092,West,,171.01703241169585,,-55.25624965123936,-115.7607827604565
30th < 2035,30th < 2035 < d093,East,46.516393205535245,82.04582397288276,,-128.562217178418,
30th < 2035,30th < 2035 < d093,West,150.19567634167208,9.342406786780712,,-159.5380831284528,
30th < 2035,30th < 2035 < d094,East,27.826776951637406,100.73544022678061,,-128.562217178418,
30th < 2035,30th < 2035 < d094,West,127.35112788723767,19.99887118273393,,-147.34999906997163,
30th < 2035,30th < 2035 < d095,East,,143.12433695285773,,-112.49194003111576,-30.63239692174198
30th < 2035,30th < 2035 < d095,West,,186.48445464557875,,-128.93124918622516,-57.55320545935357
30th < 2035,30th < 2035 < d096,East,47.34654754544776,81.21566963297025,,-128.562217178418,
30th < 2035,30th < 2035 < d096,West,,138.60877533401532,,-138.14062412809838,-0.4681512059169553
30th < 2035,30th < 2035 < d097,East,36.97794155580987,91.58427562260813,,-128.562217178418,
30th < 2035,30th < 2035 < d097,West,14.356734649268585,132.99326442070304,,-147.34999906997163,
30th < 2035,30th < 2035 < d098,East,164.39838753915546,1.3445196582993035,,-165.74290719745477,
30th < 2035,30th < 2035 < d098,West,64.97612173295651,91.58325227888832,,-156.55937401184482,
30th < 2035,30th < 2035 < d099,East,46.747523870446486,89.84983188162263,,-136.59735575206912,
30th < 2035,30th < 2035 < d099,West,8.861553071039314,138.4884459989323,,-147.34999906997163,
30th < 2035,30th < 2035 < d100,East,,115.30236492956712,,-96.4216628838135,-18.8807020457536
30th < 2035,30th < 2035 < d100,West,,143.74931749897067,,-115.49294393789073,-28.256373561079922
30th < 2035,30th < 2035 < d101,East,,239.39881705265384,,,-239.39881705265384
30th < 2035,30th < 2035 < d101,West,,194.5081249487176,,-46.04687470936613,-148.4612502393515
30th < 2035,30th < 2035 < d102,East,,222.1340605533388,,-34.47582761712091,-187.65823293621787
30th < 2035,30th < 2035 < d102,West,,191.7894492848104,,-128.93124918622516,-62.85820009858525
30th < 2035,30th < 2035 < d103,East,,208.11715502494445,,-79.40649999317043,-128.71065503177402
30th < 2035,30th < 2035 < d103,West,,177.5626985931369,,-128.93124918622516,-48.63144940691172
30th < 2035,30th < 2035 < d104,East,,150.60903952550186,,-112.49194003111576,-38.11709949438612
30th < 2035,30th < 2035 < d104,West,,180.90048345927,,-128.93124918622516,-51.969234273044826
30th < 2035,30th < 2035 < d105,East,,147.40388597219535,,-112.49194003111576,-34.91194594107961
30th < 2035,30th < 2035 < d105,West,,177.5626985931369,,-128.93124918622516,-48.63144940691172
30th < 2035,30th < 2035 < d106,East,6.882076379518329,113.64500222524855,,-120.52707860476688,
30th < 2035,30th < 2035 < d106,West,83.70444550734626,59.787272192207276,,-143.49171769955353,
30th < 2035,30th < 2035 < d107,East,,80.35138573651125,,-80.35138573651125,
30th < 2035,30th < 2035 < d107,West,60.300240087345564,33.38944152710868,,-93.68968161445424,
30th < 2035,30th < 2035 < d108,East,,166.54519950551133,,-28.49550361500845,-138.04969589050287
30th < 2035,30th < 2035 < d108,West,,332.7674169102425,,,-332.76741691024256
30th < 2035,30th < 2035 < d109,East,,141.82047357158513,,-69.47360970677367,-72.34686386481145
30th < 2035,30th < 2035 < d109,West,,233.23972156854845,,-55.25624965123936,-177.9834719173091
30th < 2035,30th < 2035 < d110,East,24.554868309936566,104.00734886848144,,-128.562217178418,
30th < 2035,30th < 2035 < d110,West,21.523325190143353,117.06212731857919,,-138.58545250872254,
30th < 2035,30th < 2035 < d111,East,,138.54197662985544,,-93.70765316823605,-44.83432346161938
30th < 2035,30th < 2035 < d111,West,,179.48085828440563,,-133.17376079143273,-46.3070974929729
30th < 2035,30th < 2035 < d112,East,37.3742753399583,62.38012625313611,,-99.7544015930944,
30th < 2035,30th < 2035 < d112,West,,180.81761351664738,,-118.97119716841831,-61.84641634822907
30th < 2035,30th < 2035 < d113,East,71.02164064366876,65.57571510840036,,-136.59735575206912,
30th < 2035,30th < 2035 < d113,West,102.4280144687211,51.1393458054149,,-153.56736027413598,
30th < 2035,30th < 2035 < d114,East,35.58279224903231,95.84545828532174,,-131.42825053435405,
30th < 2035,30th < 2035 < d114,West,27.617280026291745,119.73271904367986,,-147.34999906997163,
30th < 2035,30th < 2035 < d115,East,68.47553388215158,66.47127468614843,,-134.9468085683,
30th < 2035,30th < 2035 < d115,West,138.80172004144924,16.27813188629655,,-155.0798519277458,
30th < 2035,30th < 2035 < d116,East,21.777166910203317,98.74991169456355,,-120.52707860476688,
30th < 2035,30th < 2035 < d116,West,125.00873211949178,17.70446658422744,,-142.71319870371923,
30th < 2035,30th < 2035 < d117,East,42.07346287116987,79.2405471633152,,-121.31401003448507,
30th < 2035,30th < 2035 < d117,West,98.96128716155215,39.17933696654623,,-138.14062412809838,
30th < 2035,30th < 2035 < d118,East,166.22045215171195,0.2539197619294992,,-166.47437191364145,
30th < 2035,30th < 2035 < d118,West,5.955710448294554,135.49522417810942,,-141.45093462640395,
30th < 2035,30th < 2035 < d119,East,26.307980047812485,105.05334742988097,,-131.36132747769346,
30th < 2035,30th < 2035 < d119,West,,152.00973329716254,,-138.14062412809838,-13.869109169064163
30th < 2035,30th < 2035 < d120,East,12.284215831446904,116.2780013469711,,-128.562217178418,
30th < 2035,30th < 2035 < d120,West,39.070799918549746,108.27919915142184,,-147.34999906997163,
30th < 2035,30th < 2035 < d121,East,138.93399823624023,,,-138.93399823624026,
30th < 2035,30th < 2035 < d121,West,197.76564537808804,,,-197.76564537808804,
30th < 2035,30th < 2035 < d122,East,108.68169753752974,29.15181961537814,,-137.83351715290786,
30th < 2035,30th < 2035 < d122,West,170.99902753835724,,,-170.99902753835724,
30th < 2035,30th < 2035 < d123,East,,138.34458537695576,,-50.7230115083849,-87.62157386857086
30th < 2035,30th < 2035 < d123,West,,163.30051749731408,,-86.88112329462027,-76.41939420269382
30th < 2035,30th < 2035 < d124,East,,147.25485972946856,,-57.795030196186616,-89.45982953328196
30th < 2035,30th < 2035 < d124,West,,111.4544660204139,,-37.62976430787437,-73.82470171253956
30th < 2035,30th < 2035 < d125,East,,318.36428722856084,,,-318.3642872285609
30th < 2035,30th < 2035 < d125,West,,369.7937964482645,,,-369.7937964482645
30th < 2035,30th < 2035 < d126,East,,164.74861857234717,,-30.13258092024274,-134.61603765210444
30th < 2035,30th < 2035 < d126,West,,250.14840026610324,,,-250.1484002661032
30th < 2035,30th < 2035 < d127,East,,172.52718232560466,,-55.39541576932625,-117.1317665562784
30th < 2035,30th < 2035 < d127,West,,162.90501947684484,,-77.70412668491157,-85.2008927919333
30th < 2035,30th < 2035 < d128,East,,109.3931445586431,,-109.3931445586431,
30th < 2035,30th < 2035 < d128,West,61.76847594128997,60.74412615143905,,-122.512602092729,
30th < 2035,30th < 2035 < d129,East,,304.3617778250323,,,-304.3617778250322
30th < 2035,30th < 2035 < d129,West,,304.11754464205535,,,-304.11754464205535
30th < 2035,30th < 2035 < d130,East,,287.3881700061245,,-34.88943406582114,-252.4987359403034
30th < 2035,30th < 2035 < d130,West,,271.65155898664705,,-54.781871340277405,-216.86968764636967
30th < 2035,30th < 2035 < d131,East,,160.2206749528916,,-58.234759654516836,-101.98591529837478
30th < 2035,30th < 2035 < d131,West,,183.49402446911162,,-92.74759897288297,-90.74642549622865
30th < 2035,30th < 2035 < d132,East,,179.81211592909276,,-64.281108589209,-115.53100733988376
30th < 2035,30th < 2035 < d132,West,,194.53583452362295,,-73.67499953498582,-120.86083498863714
30th < 2035,30th < 2035 < d133,East,,170.34308184194998,,-40.175692868255624,-130.16738897369436
30th < 2035,30th < 2035 < d133,West,,191.028477682001,,-54.831918756779174,-136.19655892522186
30th < 2035,30th < 2035 < d134,East,,164.2168114963511,,-96.52379233005277,-67.69301916629836
30th < 2035,30th < 2035 < d134,West,,178.02652178370516,,-119.72187424435194,-58.3046475393532
30th < 2035,30th < 2035 < d135,East,8.06849156093636,100.57255345000775,,-108.64104501094411,
30th < 2035,30th < 2035 < d135,West,,139.86700611340135,,-128.93124918622516,-10.935756927176175
30th < 2035,30th < 2035 < d136,East,,129.89309366002934,,-104.45680145746462,-25.436292202564697
30th < 2035,30th < 2035 < d136,West,,163.6719159655628,,-122.16658792456096,-41.505328041001825
30th < 2035,30th < 2035 < d137,East,,161.292703216273,,-99.29132051107733,-62.001382705195674
30th < 2035,30th < 2035 < d137,West,,195.60686901768983,,-123.11258536098818,-72.49428365670165
30th < 2035,30th < 2035 < d138,East,,136.55944523804118,,-73.00981761948577,-63.54962761855541
30th < 2035,30th < 2035 < d138,West,,200.57771431960762,,-73.67499953498582,-126.9027147846218
30th < 2035,30th < 2035 < d139,East,,159.55898234230716,,-48.44492656551132,-111.11405577679587
30th < 2035,30th < 2035 < d139,West,,195.4372628231677,,-77.64667339465166,-117.79058942851604
30th < 2035,30th < 2035 < d140,East,75.01332184189464,52.79085550042403,,-127.80417734231867,
30th < 2035,30th < 2035 < d140,West,25.47857452438387,112.66204960371451,,-138.14062412809838,
30th < 2035,30th < 2035 < d141,East,82.29424414861118,50.31119554440112,,-132.6054396930123,
30th < 2035,30th < 2035 < d141,West,,142.61505885376565,,-138.14062412809838,-4.474434725667264
30th < 2035,30th < 2035 < d142,East,43.39687844561282,81.13694386109562,,-124.53382230670843,
30th < 2035,30th < 2035 < d142,West,,194.91159498850874,,-128.93124918622516,-65.9803458022836
30th < 2035,30th < 2035 < d143,East,,146.27697087982418,,-105.87398973507051,-40.40298114475366
30th < 2035,30th < 2035 < d143,West,,149.66730370197698,,-128.93124918622516,-20.736054515751807
30th < 2035,30th < 2035 < d144,East,,146.59468455793987,,-112.49194003111576,-34.1027445268241
30th < 2035,30th < 2035 < d144,West,,158.69188879492467,,-128.93124918622516,-29.760639608699503
30th < 2035,30th < 2035 < d145,East,,117.63424876486783,,-114.84177101916329,-2.792477745704517
30th < 2035,30th < 2035 < d145,West,,146.04151373251213,,-119.72187424435194,-26.319639488160195
30th < 2035,30th < 2035 < d146,East,76.41027772730085,42.30517691748946,,-118.71545464479031,
30th < 2035,30th < 2035 < d146,West,,142.8050371074944,,-136.34216338416775,-6.46287372332664
30th < 2035,30th < 2035 < d147,East,83.81482942383245,48.102336262533015,,-131.91716568636548,
30th < 2035,30th < 2035 < d147,West,,165.44238476231794,,-138.14062412809838,-27.301760634219537
30th < 2035,30th < 2035 < d148,East,,161.292703216273,,-104.45680145746462,-56.83590175880839
30th < 2035,30th < 2035 < d148,West,,195.4053927878278,,-125.52912566589708,-69.87626712193068
30th < 2035,30th < 2035 < d149,East,,99.19290822601691,,-77.35652138604189,-21.83638683997502
30th < 2035,30th < 2035 < d149,West,,191.68698549964074,,-80.40579240504886,-111.2811930945919
30th < 2035,30th < 2035 < d150,East,,175.55995619251155,,-40.175692868255624,-135.38426332425593
30th < 2035,30th < 2035 < d150,West,,197.89496089011467,,-68.16389245448283,-129.73106843563184
30th < 2035,30th < 2035 < d151,East,,300.7967091375744,,-0.6026840924460118,-300.1940250451284
30th < 2035,30th < 2035 < d151,West,,270.61887760173374,,-10.024449957216794,-260.59442764451694
30th < 2035,30th < 2035 < d152,East,,119.31282342126892,,-63.450436034507895,-55.862387386761036
30th < 2035,30th < 2035 < d152,West,,106.34395062214661,,-64.00989351048537,-42.334057111661245
30th < 2035,30th < 2035 < d153,East,,365.61391020491067,,,-365.61391020491067
30th < 2035,30th < 2035 < d153,West,,364.65162301715844,,,-364.65162301715844
30th < 2035,30th < 2035 < d154,East,,282.4368605830156,,-40.175692868255624,-242.26116771476
30th < 2035,30th < 2035 < d154,West,,234.3285789670618,,-46.04687470936613,-188.28170425769568
30th < 2035,30th < 2035 < d155,East,,148.64556880553965,,-109.9136133807481,-38.731955424791536
30th < 2035,30th < 2035 < d155,West,,166.592262975175,,-128.93124918622516,-37.66101378894986
30th < 2035,30th < 2035 < d156,East,,153.2460926711871,,-58.8257820405509,-94.42031063063622
30th < 2035,30th < 2035 < d156,West,,178.35136611813124,,-128.93124918622516,-49.420116931906094
30th < 2035,30th < 2035 < d157,East,,171.8571512069775,,,-171.8571512069775
