timestep_superordinate_dispatch,region_dispatch,technology,carrier,variable,value
20th < 2025,East,heatpump < ground < network,electricity,use,-14.089121736351695
20th < 2030,East,heatpump < ground < network,electricity,use,-13.981871842235616
30th < 2035,East,heatpump < ground < network,electricity,use,-14.449645541879194
30th < 2040,East,heatpump < ground < network,electricity,use,-14.788488137014056
10th < 2020,West,heatpump < ground < network,electricity,use,-3.5378889047349835
20th < 2025,West,heatpump < ground < network,electricity,use,-3.499727083159769
20th < 2030,West,heatpump < ground < network,electricity,use,-3.4468637764372874
30th < 2035,West,heatpump < ground < network,electricity,use,-3.5283667692385303
30th < 2040,West,heatpump < ground < network,electricity,use,-3.5257747580909164
10th < 2020,East,autoReforming,gas < hydrogen,gen,0.0
20th < 2025,East,autoReforming,gas < hydrogen,gen,0.0
20th < 2030,East,autoReforming,gas < hydrogen,gen,0.0
30th < 2035,East,autoReforming,gas < hydrogen,gen,0.0
10th < 2020,West,autoReforming,gas < hydrogen,gen,0.0
20th < 2025,West,autoReforming,gas < hydrogen,gen,0.0
20th < 2030,West,autoReforming,gas < hydrogen,gen,0.0
30th < 2035,West,autoReforming,gas < hydrogen,gen,0.0
30th < 2040,East,autoReforming,gas < hydrogen,gen,0.0
30th < 2040,West,autoReforming,gas < hydrogen,gen,0.0
10th < 2020,East,coalPlant,electricity,gen,15.51529429630538
10th < 2020,East < EastNorth,coalPlant,heat < districtHeat,gen,17.43729642673242
20th < 2025,East,coalPlant,electricity,gen,0.0
20th < 2025,East < EastNorth,coalPlant,heat < districtHeat,gen,0.0
20th < 2030,East,coalPlant,electricity,gen,0.0
20th < 2030,East < EastNorth,coalPlant,heat < districtHeat,gen,0.0
10th < 2020,East < EastNorth,heatpump < air,heat,gen,30.05468631830495
20th < 2025,East < EastNorth,heatpump < air,heat,gen,29.37137488636718
20th < 2030,East < EastNorth,heatpump < air,heat,gen,27.323510402625306
30th < 2035,East < EastNorth,heatpump < air,heat,gen,23.18342249608583
30th < 2040,East < EastNorth,heatpump < air,heat,gen,12.260568654788235
10th < 2020,East < EastSouth,heatpump < air,heat,gen,75.5424707150503
20th < 2025,East < EastSouth,heatpump < air,heat,gen,75.70516142489018
20th < 2030,East < EastSouth,heatpump < air,heat,gen,70.52028070507393
30th < 2035,East < EastSouth,heatpump < air,heat,gen,59.14840973436891
30th < 2040,East < EastSouth,heatpump < air,heat,gen,30.990941537682886
10th < 2020,West < WestNorth,heatpump < air,heat,gen,21.66407071607793
20th < 2025,West < WestNorth,heatpump < air,heat,gen,20.343561320619752
20th < 2030,West < WestNorth,heatpump < air,heat,gen,18.125236003100042
30th < 2035,West < WestNorth,heatpump < air,heat,gen,13.730028244437195
30th < 2040,West < WestNorth,heatpump < air,heat,gen,6.240450834494499
10th < 2020,West < WestSouth,heatpump < air,heat,gen,47.70549460218436
20th < 2025,West < WestSouth,heatpump < air,heat,gen,45.02265204404528
20th < 2030,West < WestSouth,heatpump < air,heat,gen,40.43875813037547
30th < 2035,West < WestSouth,heatpump < air,heat,gen,29.370109716083647
30th < 2040,West < WestSouth,heatpump < air,heat,gen,12.927381969273226
10th < 2020,East,methanation,gas < naturalGas < synthGas,gen,0.0
20th < 2025,East,methanation,gas < naturalGas < synthGas,gen,0.0
20th < 2030,East,methanation,gas < naturalGas < synthGas,gen,0.0
30th < 2035,East,methanation,gas < naturalGas < synthGas,gen,0.0
30th < 2040,East,methanation,gas < naturalGas < synthGas,gen,19.11118423882855
10th < 2020,West,methanation,gas < naturalGas < synthGas,gen,0.0
20th < 2025,West,methanation,gas < naturalGas < synthGas,gen,0.0
20th < 2030,West,methanation,gas < naturalGas < synthGas,gen,0.0
30th < 2035,West,methanation,gas < naturalGas < synthGas,gen,0.0
30th < 2040,West,methanation,gas < naturalGas < synthGas,gen,1.7787652997206782
10th < 2020,East < EastNorth,solar < openspace,electricity,gen,0.0
20th < 2025,East < EastNorth,solar < openspace,electricity,gen,36.11066000000003
20th < 2030,East < EastNorth,solar < openspace,electricity,gen,35.90243600000006
30th < 2035,East < EastNorth,solar < openspace,electricity,gen,35.907720000000054
30th < 2040,East < EastNorth,solar < openspace,electricity,gen,36.21513200000004
10th < 2020,East < EastSouth,solar < openspace,electricity,gen,0.0
20th < 2025,East < EastSouth,solar < openspace,electricity,gen,48.81718356317851
20th < 2030,East < EastSouth,solar < openspace,electricity,gen,47.08929687710407
30th < 2035,East < EastSouth,solar < openspace,electricity,gen,53.1976759252074
30th < 2040,East < EastSouth,solar < openspace,electricity,gen,53.986697851253496
10th < 2020,West < WestNorth,solar < openspace,electricity,gen,69.90395496908896
20th < 2025,West < WestNorth,solar < openspace,electricity,gen,60.283128442430936
20th < 2030,West < WestNorth,solar < openspace,electricity,gen,57.73550500015717
30th < 2035,West < WestNorth,solar < openspace,electricity,gen,62.926138957497805
30th < 2040,West < WestNorth,solar < openspace,electricity,gen,58.84482090130489
10th < 2020,West < WestSouth,solar < openspace,electricity,gen,49.455326776657365
20th < 2025,West < WestSouth,solar < openspace,electricity,gen,55.28098526475004
20th < 2030,West < WestSouth,solar < openspace,electricity,gen,55.07361675335354
30th < 2035,West < WestSouth,solar < openspace,electricity,gen,55.444137505450044
30th < 2040,West < WestSouth,solar < openspace,electricity,gen,55.22579035990004
10th < 2020,East < EastNorth,heatpump < ground < individual,heat,gen,83.44958887910241
20th < 2025,East < EastNorth,heatpump < ground < individual,heat,gen,79.6285384344226
20th < 2030,East < EastNorth,heatpump < ground < individual,heat,gen,75.79578768127548
30th < 2035,East < EastNorth,heatpump < ground < individual,heat,gen,72.83109436184928
30th < 2040,East < EastNorth,heatpump < ground < individual,heat,gen,54.361909948332894
10th < 2020,East < EastSouth,heatpump < ground < individual,heat,gen,209.78508481027092
20th < 2025,East < EastSouth,heatpump < ground < individual,heat,gen,198.23121956559078
20th < 2030,East < EastSouth,heatpump < ground < individual,heat,gen,189.5830836473911
30th < 2035,East < EastSouth,heatpump < ground < individual,heat,gen,181.6499138985948
30th < 2040,East < EastSouth,heatpump < ground < individual,heat,gen,135.65197372151627
10th < 2020,West < WestNorth,heatpump < ground < individual,heat,gen,69.91515070684984
20th < 2025,West < WestNorth,heatpump < ground < individual,heat,gen,66.43337546327116
20th < 2030,West < WestNorth,heatpump < ground < individual,heat,gen,62.77411142686254
30th < 2035,West < WestNorth,heatpump < ground < individual,heat,gen,59.43215381271895
30th < 2040,West < WestNorth,heatpump < ground < individual,heat,gen,47.86095015449891
10th < 2020,West < WestSouth,heatpump < ground < individual,heat,gen,181.1370980127682
20th < 2025,West < WestSouth,heatpump < ground < individual,heat,gen,171.45539876253952
20th < 2030,West < WestSouth,heatpump < ground < individual,heat,gen,161.65427154522752
30th < 2035,West < WestSouth,heatpump < ground < individual,heat,gen,154.12539757182117
30th < 2040,West < WestSouth,heatpump < ground < individual,heat,gen,122.60729085220383
20th < 2025,East,gasPlant < ocgt < hydrogenFueled,electricity,gen,0.0
20th < 2030,East,gasPlant < ocgt < hydrogenFueled,electricity,gen,0.0
30th < 2035,East,gasPlant < ocgt < hydrogenFueled,electricity,gen,27.611716899060497
30th < 2040,East,gasPlant < ocgt < hydrogenFueled,electricity,gen,40.62923240564747
20th < 2025,West,gasPlant < ocgt < hydrogenFueled,electricity,gen,0.0
20th < 2030,West,gasPlant < ocgt < hydrogenFueled,electricity,gen,0.0
30th < 2035,West,gasPlant < ocgt < hydrogenFueled,electricity,gen,31.996358747139464
30th < 2040,West,gasPlant < ocgt < hydrogenFueled,electricity,gen,88.14369921963629
10th < 2020,East < EastNorth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2025,East < EastNorth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2030,East < EastNorth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2035,East < EastNorth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2040,East < EastNorth,solar < rooftop < solarThermal,heat,gen,66.56641840059014
10th < 2020,East < EastSouth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2025,East < EastSouth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2030,East < EastSouth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2035,East < EastSouth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2040,East < EastSouth,solar < rooftop < solarThermal,heat,gen,166.21145872252697
10th < 2020,West < WestNorth,solar < rooftop < solarThermal,heat,gen,-3.5304561548760075e-8
20th < 2025,West < WestNorth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2030,West < WestNorth,solar < rooftop < solarThermal,heat,gen,-1.3923954599607797e-8
30th < 2035,West < WestNorth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2040,West < WestNorth,solar < rooftop < solarThermal,heat,gen,21.517256675115856
10th < 2020,West < WestSouth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2025,West < WestSouth,solar < rooftop < solarThermal,heat,gen,0.0
20th < 2030,West < WestSouth,solar < rooftop < solarThermal,heat,gen,-2.7108701405733922e-8
30th < 2035,West < WestSouth,solar < rooftop < solarThermal,heat,gen,0.0
30th < 2040,West < WestSouth,solar < rooftop < solarThermal,heat,gen,53.78909935047978
10th < 2020,East < EastNorth,wind < offshore,electricity,gen,129.66412576029916
20th < 2025,East < EastNorth,wind < offshore,electricity,gen,126.17747582766684
20th < 2030,East < EastNorth,wind < offshore,electricity,gen,124.32549099699357
30th < 2035,East < EastNorth,wind < offshore,electricity,gen,126.65669186464528
30th < 2040,East < EastNorth,wind < offshore,electricity,gen,128.9580900550434
10th < 2020,West < WestNorth,wind < offshore,electricity,gen,55.64058567201941
20th < 2025,West < WestNorth,wind < offshore,electricity,gen,55.37729693560311
20th < 2030,West < WestNorth,wind < offshore,electricity,gen,55.13495924718591
30th < 2035,West < WestNorth,wind < offshore,electricity,gen,54.74417530840317
30th < 2040,West < WestNorth,wind < offshore,electricity,gen,54.489000000000146
10th < 2020,East,gasPlant < ccgt < CHP,electricity,gen,13.050162436216574
10th < 2020,East < EastNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,1.2251960945105969
20th < 2025,East,gasPlant < ccgt < CHP,electricity,gen,11.549867927526979
20th < 2025,East < EastNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,2.3642271285633165
20th < 2030,East,gasPlant < ccgt < CHP,electricity,gen,10.948033739439591
20th < 2030,East < EastNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,2.3263278780281604
30th < 2035,East,gasPlant < ccgt < CHP,electricity,gen,7.393481473002115
30th < 2035,East < EastNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,2.3491423106808673
30th < 2040,East,gasPlant < ccgt < CHP,electricity,gen,0.0
30th < 2040,East < EastNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.0
10th < 2020,East < EastSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,6.652086139434868
20th < 2025,East < EastSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,4.843889334534498
20th < 2030,East < EastSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,4.5044588156180385
30th < 2035,East < EastSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,2.2906044613435337
30th < 2040,East < EastSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.0
10th < 2020,West,gasPlant < ccgt < CHP,electricity,gen,1.3859262545942028
10th < 2020,West < WestNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.4360763242401163
20th < 2025,West,gasPlant < ccgt < CHP,electricity,gen,1.2639672351294222
20th < 2025,West < WestNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.36420587212239924
20th < 2030,West,gasPlant < ccgt < CHP,electricity,gen,1.1887210603552918
20th < 2030,West < WestNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.17038965285385996
30th < 2035,West,gasPlant < ccgt < CHP,electricity,gen,0.8145870661228528
30th < 2035,West < WestNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.12988877814250416
30th < 2040,West,gasPlant < ccgt < CHP,electricity,gen,0.0
30th < 2040,West < WestNorth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.0
10th < 2020,West < WestSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.40332017259792335
20th < 2025,West < WestSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.39973292010190803
20th < 2030,West < WestSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.5481973970386298
30th < 2035,West < WestSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.36459789901109374
30th < 2040,West < WestSouth,gasPlant < ccgt < CHP,heat < districtHeat,gen,0.0
10th < 2020,East < EastNorth,gasBoiler,heat,gen,57.32951146750473
20th < 2025,East < EastNorth,gasBoiler,heat,gen,43.91400321452008
20th < 2030,East < EastNorth,gasBoiler,heat,gen,30.649307761819923
30th < 2035,East < EastNorth,gasBoiler,heat,gen,18.387942744595847
30th < 2040,East < EastNorth,gasBoiler,heat,gen,4.064611950800304
10th < 2020,East < EastSouth,gasBoiler,heat,gen,143.46547696796722
20th < 2025,East < EastSouth,gasBoiler,heat,gen,108.63857633905428
20th < 2030,East < EastSouth,gasBoiler,heat,gen,75.56127944067158
30th < 2035,East < EastSouth,gasBoiler,heat,gen,45.328281331882565
30th < 2040,East < EastSouth,gasBoiler,heat,gen,10.180566432654324
10th < 2020,West < WestNorth,gasBoiler,heat,gen,22.90516700068573
20th < 2025,West < WestNorth,gasBoiler,heat,gen,15.914406940861497
20th < 2030,West < WestNorth,gasBoiler,heat,gen,10.155936547242703
30th < 2035,West < WestNorth,gasBoiler,heat,gen,5.491909153408062
30th < 2040,West < WestNorth,gasBoiler,heat,gen,1.2468800093527213
10th < 2020,West < WestSouth,gasBoiler,heat,gen,57.80357875870409
20th < 2025,West < WestSouth,gasBoiler,heat,gen,40.8140993327087
20th < 2030,West < WestSouth,gasBoiler,heat,gen,25.86230250046356
30th < 2035,West < WestSouth,gasBoiler,heat,gen,14.064434886979772
30th < 2040,West < WestSouth,gasBoiler,heat,gen,3.249798443257111
10th < 2020,East,gasPlant < ocgt < gasFueled,electricity,gen,188.5828124815291
20th < 2025,East,gasPlant < ocgt < gasFueled,electricity,gen,155.98506457927272
20th < 2030,East,gasPlant < ocgt < gasFueled,electricity,gen,131.29424049440743
30th < 2035,East,gasPlant < ocgt < gasFueled,electricity,gen,58.19644011555271
30th < 2040,East,gasPlant < ocgt < gasFueled,electricity,gen,0.0
10th < 2020,West,gasPlant < ocgt < gasFueled,electricity,gen,247.85443852219908
20th < 2025,West,gasPlant < ocgt < gasFueled,electricity,gen,195.64727984318816
20th < 2030,West,gasPlant < ocgt < gasFueled,electricity,gen,176.23983774924
30th < 2035,West,gasPlant < ocgt < gasFueled,electricity,gen,86.88977025420556
30th < 2040,West,gasPlant < ocgt < gasFueled,electricity,gen,0.0
10th < 2020,East,electrolysis,gas < hydrogen,gen,0.0
20th < 2025,East,electrolysis,gas < hydrogen,gen,0.0
20th < 2030,East,electrolysis,gas < hydrogen,gen,0.0
30th < 2035,East,electrolysis,gas < hydrogen,gen,40.44892821219943
30th < 2040,East,electrolysis,gas < hydrogen,gen,84.83472715892826
10th < 2020,West,electrolysis,gas < hydrogen,gen,0.0
20th < 2025,West,electrolysis,gas < hydrogen,gen,0.0
20th < 2030,West,electrolysis,gas < hydrogen,gen,0.0
30th < 2035,West,electrolysis,gas < hydrogen,gen,46.828830404210656
30th < 2040,West,electrolysis,gas < hydrogen,gen,131.51056891124483
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,electricity,gen,7.474386134011057
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,electricity,gen,55.214402983370285
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,electricity,gen,195.9834609439144
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,electricity,gen,0.0
10th < 2020,East,fuelCell,electricity,gen,0.0
10th < 2020,East < EastNorth,fuelCell,heat,gen,0.0
20th < 2025,East,fuelCell,electricity,gen,0.0
20th < 2025,East < EastNorth,fuelCell,heat,gen,0.0
10th < 2020,East < EastSouth,fuelCell,heat,gen,0.0
20th < 2025,East < EastSouth,fuelCell,heat,gen,0.0
10th < 2020,West,fuelCell,electricity,gen,0.0
10th < 2020,West < WestNorth,fuelCell,heat,gen,0.0
20th < 2025,West,fuelCell,electricity,gen,0.0
20th < 2025,West < WestNorth,fuelCell,heat,gen,-2.4279096158125874e-7
10th < 2020,West < WestSouth,fuelCell,heat,gen,0.0
20th < 2025,West < WestSouth,fuelCell,heat,gen,2.4279096158125874e-7
20th < 2030,East,fuelCell,electricity,gen,0.0
20th < 2030,East < EastNorth,fuelCell,heat,gen,0.0
20th < 2030,East < EastSouth,fuelCell,heat,gen,0.0
20th < 2030,West,fuelCell,electricity,gen,0.0
20th < 2030,West < WestNorth,fuelCell,heat,gen,0.0
20th < 2030,West < WestSouth,fuelCell,heat,gen,0.0
30th < 2035,East,fuelCell,electricity,gen,0.0
30th < 2035,East < EastNorth,fuelCell,heat,gen,0.0
30th < 2035,East < EastSouth,fuelCell,heat,gen,0.0
30th < 2035,West,fuelCell,electricity,gen,0.0
30th < 2035,West < WestNorth,fuelCell,heat,gen,0.0
30th < 2035,West < WestSouth,fuelCell,heat,gen,0.0
30th < 2040,East,fuelCell,electricity,gen,0.0
30th < 2040,East < EastNorth,fuelCell,heat,gen,0.0
30th < 2040,East < EastSouth,fuelCell,heat,gen,0.0
30th < 2040,West,fuelCell,electricity,gen,0.0
30th < 2040,West < WestNorth,fuelCell,heat,gen,0.0
30th < 2040,West < WestSouth,fuelCell,heat,gen,0.0
10th < 2020,East < EastNorth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2025,East < EastNorth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2030,East < EastNorth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2035,East < EastNorth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2040,East < EastNorth,wind < onshore < lowFLH,electricity,gen,0.0
10th < 2020,East < EastSouth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2025,East < EastSouth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2030,East < EastSouth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2035,East < EastSouth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2040,East < EastSouth,wind < onshore < lowFLH,electricity,gen,0.0
10th < 2020,West < WestNorth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2025,West < WestNorth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2030,West < WestNorth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2035,West < WestNorth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2040,West < WestNorth,wind < onshore < lowFLH,electricity,gen,0.0
10th < 2020,West < WestSouth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2025,West < WestSouth,wind < onshore < lowFLH,electricity,gen,0.0
20th < 2030,West < WestSouth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2035,West < WestSouth,wind < onshore < lowFLH,electricity,gen,0.0
30th < 2040,West < WestSouth,wind < onshore < lowFLH,electricity,gen,0.0
10th < 2020,East < EastNorth,heatpump < ground < network,heat < districtHeat,gen,4.481602517296673
20th < 2025,East < EastNorth,heatpump < ground < network,heat < districtHeat,gen,19.519861497300457
20th < 2030,East < EastNorth,heatpump < ground < network,heat < districtHeat,gen,19.441507956367115
30th < 2035,East < EastNorth,heatpump < ground < network,heat < districtHeat,gen,19.48404090779956
30th < 2040,East < EastNorth,heatpump < ground < network,heat < districtHeat,gen,20.85779941355397
10th < 2020,East < EastSouth,heatpump < ground < network,heat < districtHeat,gen,49.49740792407145
20th < 2025,East < EastSouth,heatpump < ground < network,heat < districtHeat,gen,50.268303535364616
20th < 2030,East < EastSouth,heatpump < ground < network,heat < districtHeat,gen,49.646044348334435
30th < 2035,East < EastSouth,heatpump < ground < network,heat < districtHeat,gen,52.18027365284931
30th < 2040,East < EastSouth,heatpump < ground < network,heat < districtHeat,gen,52.15782288403747
10th < 2020,West < WestNorth,heatpump < ground < network,heat < districtHeat,gen,5.20710244229284
20th < 2025,West < WestNorth,heatpump < ground < network,heat < districtHeat,gen,5.185187461522892
20th < 2030,West < WestNorth,heatpump < ground < network,heat < districtHeat,gen,5.258240777258237
30th < 2035,West < WestNorth,heatpump < ground < network,heat < districtHeat,gen,5.382177803087457
30th < 2040,West < WestNorth,heatpump < ground < network,heat < districtHeat,gen,5.367854793027455
10th < 2020,West < WestSouth,heatpump < ground < network,heat < districtHeat,gen,13.354414068082267
20th < 2025,West < WestSouth,heatpump < ground < network,heat < districtHeat,gen,13.151563680199367
20th < 2030,West < WestSouth,heatpump < ground < network,heat < districtHeat,gen,12.773013751235974
30th < 2035,West < WestSouth,heatpump < ground < network,heat < districtHeat,gen,13.107408529831494
30th < 2040,West < WestSouth,heatpump < ground < network,heat < districtHeat,gen,13.088980037521564
10th < 2020,East < EastNorth,wind < onshore < highFLH,electricity,gen,59.94770729069524
20th < 2025,East < EastNorth,wind < onshore < highFLH,electricity,gen,59.83444547771204
20th < 2030,East < EastNorth,wind < onshore < highFLH,electricity,gen,59.88903489807855
30th < 2035,East < EastNorth,wind < onshore < highFLH,electricity,gen,138.6528569692324
30th < 2040,East < EastNorth,wind < onshore < highFLH,electricity,gen,139.9568131968978
10th < 2020,East < EastSouth,wind < onshore < highFLH,electricity,gen,54.48790531143309
20th < 2025,East < EastSouth,wind < onshore < highFLH,electricity,gen,54.167456910090294
20th < 2030,East < EastSouth,wind < onshore < highFLH,electricity,gen,64.14221958151951
30th < 2035,East < EastSouth,wind < onshore < highFLH,electricity,gen,73.78453224828044
30th < 2040,East < EastSouth,wind < onshore < highFLH,electricity,gen,76.51397364578183
10th < 2020,West < WestNorth,wind < onshore < highFLH,electricity,gen,129.81249288360755
20th < 2025,West < WestNorth,wind < onshore < highFLH,electricity,gen,125.26573577132791
20th < 2030,West < WestNorth,wind < onshore < highFLH,electricity,gen,119.12651863472723
30th < 2035,West < WestNorth,wind < onshore < highFLH,electricity,gen,128.75085475213598
30th < 2040,West < WestNorth,wind < onshore < highFLH,electricity,gen,132.01878518536014
10th < 2020,West < WestSouth,wind < onshore < highFLH,electricity,gen,99.74671691052215
20th < 2025,West < WestSouth,wind < onshore < highFLH,electricity,gen,102.41999060555247
20th < 2030,West < WestSouth,wind < onshore < highFLH,electricity,gen,118.22398303225583
30th < 2035,West < WestSouth,wind < onshore < highFLH,electricity,gen,125.61356246572508
30th < 2040,West < WestSouth,wind < onshore < highFLH,electricity,gen,125.13765045857956
10th < 2020,West,hydro,electricity,stIn,-7.870993524446346
20th < 2025,West,hydro,electricity,stIn,-12.276475987037296
20th < 2030,West,hydro,electricity,stIn,-13.921548977337336
30th < 2035,West,hydro,electricity,stIn,-16.84531379551786
30th < 2040,West,hydro,electricity,stIn,-14.61196674190717
10th < 2020,East,gasStorage,gas < hydrogen,stIn,-0.0
10th < 2020,West,gasStorage,gas < hydrogen,stIn,-0.0
20th < 2025,East,gasStorage,gas < hydrogen,stIn,-0.0
20th < 2025,West,gasStorage,gas < hydrogen,stIn,-0.0
20th < 2030,East,gasStorage,gas < hydrogen,stIn,-0.0
20th < 2030,West,gasStorage,gas < hydrogen,stIn,-0.0
30th < 2035,East,gasStorage,gas < hydrogen,stIn,-25.343897888796267
30th < 2035,West,gasStorage,gas < hydrogen,stIn,-28.276426255586504
30th < 2040,East,gasStorage,gas < hydrogen,stIn,-73.33298689131924
30th < 2040,West,gasStorage,gas < hydrogen,stIn,-85.03893870782731
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,stIn,-3.837005750403178
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,stIn,-4.3214117342242035
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,stIn,-4.823738568165524
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,stIn,-6.450813349448626
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,stIn,-9.800216687846003
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,stIn,-9.580860926944304
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,stIn,-10.72391170377338
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,stIn,-11.948248843045251
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,stIn,-15.937770587074686
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,stIn,-24.516255171472586
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,stIn,-2.277613481035098
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,stIn,-2.5150380718397547
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,stIn,-2.6958790578401532
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,stIn,-3.0807879605071493
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,stIn,-3.6982040964691025
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,stIn,-5.381739381625143
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,stIn,-6.054768476263619
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,stIn,-6.477385370559639
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,stIn,-7.517696533797238
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,stIn,-8.97452349420587
10th < 2020,East < EastNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
20th < 2025,East < EastNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
20th < 2030,East < EastNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
30th < 2035,East < EastNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
30th < 2040,East < EastNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
10th < 2020,East < EastSouth,solar < rooftop < solarThermal,heat,stIn,-0.0
20th < 2025,East < EastSouth,solar < rooftop < solarThermal,heat,stIn,-0.0
20th < 2030,East < EastSouth,solar < rooftop < solarThermal,heat,stIn,-0.0
30th < 2035,East < EastSouth,solar < rooftop < solarThermal,heat,stIn,-0.0
30th < 2040,East < EastSouth,solar < rooftop < solarThermal,heat,stIn,-0.0
10th < 2020,West < WestNorth,solar < rooftop < solarThermal,heat,stIn,-3.5304561548760075e-8
20th < 2025,West < WestNorth,solar < rooftop < solarThermal,heat,stIn,-0.0
