timestep_superordinate_dispatch,region_dispatch,technology,carrier,variable,value
30th < 2040,West,electrolysis,none,commCapaConv,81.42445247156616
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,27.095435415477734
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.771313443578098
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.771313443578098
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.98225652336576
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,31.082474226804123
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,57.84984167312594
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,67.29003859127107
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,70.82943952493373
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,70.82943952493373
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,77.71134020618557
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.661925998582447
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.661925998582447
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.661925998582447
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.661925998582447
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,29.661925998582447
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,65.10740926524936
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,68.91152436487751
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,68.91152436487751
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,68.91152436487751
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,68.91152436487751
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,198.40604734674258
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,198.40604734674258
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,198.40604734674258
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,198.40604734674258
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,417.31578200050285
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,493.75510091397234
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,493.75510091397234
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,493.75510091397234
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,493.75510091397234
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,1042.3908006966467
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,164.11143045908142
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,164.11143045908142
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,164.11143045908142
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,164.11143045908142
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,261.5836541822089
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,388.9899482294595
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,388.9899482294595
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,388.9899482294595
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,388.9899482294595
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,574.0118731808901
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,27.095435415477738
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,29.771313443578094
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,29.730640550781096
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,29.98225652336576
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,31.082474226804123
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,57.84984167312594
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,67.29003859127107
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,70.82943952493373
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,64.46401831252994
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,77.71134020618557
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,29.661925998582443
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,27.469396503636972
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,22.29043767577217
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,16.788984132502954
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,17.948453608247423
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,65.10740926524936
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,68.91152436487751
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,55.41007082160827
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,42.22080271539297
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,51.19587628865979
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,198.40604734674258
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,218.90973465376027
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,493.75510091397234
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,548.6356997826742
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,164.11143045908142
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,97.47222372312748
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,388.9899482294595
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,185.02192495143063
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,27.095435415477734
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,2.675878028100364
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,0.21094307978766075
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,1.1002177034383633
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,57.84984167312594
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,9.44019691814513
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,3.539400933662662
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,6.881900681251833
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,29.661925998582447
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,65.10740926524936
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,3.8041150996281514
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,198.40604734674258
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,198.40604734674258
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,198.40604734674258
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,198.40604734674258
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,417.3157820005029
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,493.7551009139723
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,493.7551009139723
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,493.7551009139723
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,493.7551009139723
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,1042.3908006966465
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,164.11143045908142
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,164.11143045908142
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,164.11143045908142
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,164.11143045908142
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,261.5836541822089
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,388.98994822945946
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,388.98994822945946
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,388.98994822945946
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,388.98994822945946
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,574.0118731808901
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.667479016
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.667479016
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.667479016
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.667479016
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,7.53664137
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.66869754
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.66869754
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.66869754
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.66869754
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,18.84160343
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.27354802062504
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.27354802062504
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.27354802062504
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.27354802062504
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.3171830022947515
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.446014472
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.446014472
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.446014472
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.446014472
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.799056843902887
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,6.667479016
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.8691623540000002
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,16.66869754
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,2.172905889999999
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,2.27354802062504
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0436349816697114
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,5.446014472
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.3530423719028879
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.667479016
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.473506682000001
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.501174963
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.40847739747365
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,7.53664137
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,16.66869754
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,16.597460041206183
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,16.25293741
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,15.50034087
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,18.84160343
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.2735480206250402
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.178405789
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.178405789
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.100469608
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.3171830022947515
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.446014472
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.446014472
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.446014472
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.25117402
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.799056843902887
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,62.00019405435708
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,11.30287035488411
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,163.0154243671959
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,11.30287035488411
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,62.00019405435708
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,225.01561842155297
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,11.302870354884108
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,62.00019405435708
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,225.015618421553
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,expStIn,12.296059303140453
30th < 2040,East,solar < rooftop < photovoltaic,electricity,expStIn,2.5100138947660975
30th < 2040,West,solar < rooftop < photovoltaic,electricity,expStIn,26.284633040145625
10th < 2020,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,12.296059303140451
30th < 2040,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,2.5100138947660975
30th < 2040,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,38.580692343286074
10th < 2020,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,capaStOut,12.296059303140453
30th < 2040,East,solar < rooftop < photovoltaic,electricity,capaStOut,2.5100138947660975
30th < 2040,West,solar < rooftop < photovoltaic,electricity,capaStOut,38.580692343286074
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,expStSize,42.54753892741681
30th < 2040,East,solar < rooftop < photovoltaic,electricity,expStSize,9.58747605177284
30th < 2040,West,solar < rooftop < photovoltaic,electricity,expStSize,124.8361470125115
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
30th < 2040,East,solar < rooftop < photovoltaic,electricity,expStOut,2.5100138947660975
10th < 2020,West,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,expStOut,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,expStOut,12.296059303140453
30th < 2040,West,solar < rooftop < photovoltaic,electricity,expStOut,26.284633040145625
10th < 2020,East,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,capaStIn,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,capaStIn,12.296059303140453
30th < 2040,East,solar < rooftop < photovoltaic,electricity,capaStIn,2.5100138947660975
30th < 2040,West,solar < rooftop < photovoltaic,electricity,capaStIn,38.580692343286074
10th < 2020,East,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,commCapaStOut,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,commCapaStOut,12.296059303140451
30th < 2040,East,solar < rooftop < photovoltaic,electricity,commCapaStOut,2.5100138947660975
30th < 2040,West,solar < rooftop < photovoltaic,electricity,commCapaStOut,38.580692343286074
10th < 2020,East,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,capaStSize,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,capaStSize,42.54753892741681
